,hip_y,upper_leg,hand_x,hand_y,arm,hip_x,crank_length,lower_leg,torso_length,neck_and_head,torso_width,drag
586,0.381,0.364556598,0.274443709,0.646909235,0.673881648,0.323,0.163,0.487854711,0.516317916,0.292921648,0.345677364,12.1146529
587,0.687,0.405312498,0.514987648,0.730721493,0.623891345,0.409,0.172,0.527252081,0.559413889,0.319971893,0.290731897,18.5029516
588,0.482,0.385668501,0.508701831,0.879288382,0.592932818,0.465,0.172,0.508262885,0.492651327,0.306151138,0.368869954,16.4965098
589,0.658,0.463266118,0.412,0.679,0.626790125,0.4,0.165,0.490856539,0.503196696,0.298187833,0.35911693,20.9210358
590,0.678,0.367661937,0.372,0.675,0.598433714,0.437,0.165,0.583273914,0.582381844,0.281166996,0.338137062,23.5546327
591,0.364,0.408139398,0.419016044,0.641814445,0.649103039,0.309,0.153,0.510538555,0.523259738,0.310936462,0.398716215,16.1979763
592,0.651,0.397558298,0.403,0.651,0.637899695,0.398,0.17,0.519756355,0.488011821,0.317971857,0.372737996,21.8350747
593,0.369,0.378437257,0.417133758,0.671303332,0.661749184,0.327,0.143,0.501272682,0.555190499,0.3529083,0.297968491,13.6280946
594,0.369,0.422101299,0.417133758,0.671303332,0.614510301,0.327,0.143,0.543481256,0.513909764,0.304583831,0.348228394,14.5148803
595,0.369,0.36117053,0.417133758,0.671303332,0.632403165,0.327,0.143,0.496303194,0.527808429,0.322134331,0.343155763,15.0425828
596,0.34,0.402627707,0.423133758,0.654303332,0.693820923,0.319,0.143,0.53605033,0.473743177,0.294752782,0.279266863,10.4514183
597,0.665,0.433032851,0.545919548,0.524759701,0.607261502,0.402,0.175,0.515095411,0.508830911,0.307725559,0.322049326,15.3839563
598,0.63,0.373296407,0.432,0.7,0.643418643,0.36,0.165,0.554048423,0.537244892,0.286631578,0.382350292,22.1763133
599,0.409,0.414414134,0.42128667,0.64857541,0.58605458,0.326,0.173,0.505970207,0.496583661,0.314309214,0.333046485,14.6705749
600,0.482,0.392736632,0.498701831,0.874288382,0.669406888,0.465,0.172,0.484581513,0.518667553,0.301431735,0.308087745,16.0294461
601,0.521,0.317869234,0.351393153,0.683265181,0.676362353,0.376,0.165,0.513951108,0.5360139,0.303799819,0.310146575,17.4911321
602,0.355,0.398796107,0.398287282,0.648247436,0.636528769,0.336,0.153,0.550892418,0.50748639,0.325821034,0.344413913,14.7923073
603,0.688,0.424399322,0.628,0.526,0.660018887,0.405,0.173,0.523400283,0.467106543,0.279490911,0.367081859,17.1996696
604,0.687,0.393927029,0.522919548,0.514759701,0.581723057,0.409,0.173,0.528598875,0.512677457,0.285402525,0.329098926,17.2502925
605,0.7509,0.416164789,0.516513015,0.617679743,0.667357766,0.4289,0.18,0.56942375,0.485289643,0.332261964,0.300882469,18.8400977
606,0.643,0.384485771,0.112970439,0.966059906,0.631016515,0.519,0.173,0.518574535,0.575921766,0.293848904,0.360608126,20.6473274
607,0.689,0.436931361,0.552919548,0.583759701,0.689214254,0.403,0.173,0.474329829,0.52212024,0.321029678,0.317354842,17.8411766
608,0.687,0.403954624,0.536919548,0.522759701,0.605245138,0.409,0.173,0.500062359,0.501658958,0.269650467,0.339393517,16.9254695
609,0.496,0.366139228,0.364849539,0.708896155,0.622408799,0.348,0.165,0.468582251,0.498365788,0.323293908,0.267960597,13.8706805
610,0.468,0.406705733,0.503,0.754,0.671573602,0.377,0.173,0.516246128,0.538498361,0.295636192,0.341900939,16.0736401
611,0.42,0.386846845,0.320064597,0.674990709,0.644818191,0.357,0.173,0.4975807,0.519826016,0.27545797,0.32053419,14.1473064
612,0.421,0.448938362,0.373377784,0.745366188,0.589721815,0.359,0.165,0.53774263,0.567625738,0.308518533,0.363728519,16.5791632
613,0.674,0.419985179,0.503376802,0.546265282,0.609183682,0.393,0.17,0.486257529,0.52895206,0.315191434,0.379615117,20.0093809
614,0.6514,0.35056534,0.491120635,0.493701048,0.633782633,0.3952,0.175,0.557816982,0.510141533,0.336932299,0.305882787,19.109882
615,0.697,0.429768019,0.454213938,0.641169778,0.616170515,0.395,0.175,0.502466287,0.53360787,0.291967665,0.313922733,20.0929337
616,0.593,0.401327879,0.495919548,0.396759701,0.639272003,0.375,0.152,0.478914485,0.557216762,0.305367203,0.336876177,18.503235
617,0.552,0.336162029,0.200394509,0.735599041,0.600856509,0.435,0.173,0.492278327,0.504675434,0.282690571,0.37074962,18.7064378
618,0.505,0.39155287,0.227,0.642,0.650569305,0.71,0.173,0.531415416,0.543809193,0.311760309,0.326366645,16.1387037
619,0.648,0.404969897,0.19385044,0.683273074,0.629970449,0.49,0.165,0.482353302,0.521834738,0.34327313,0.378973947,23.4116605
620,0.512,0.385373303,0.23134141,0.513859537,0.603660901,0.367,0.13,0.550173353,0.540756088,0.31678588,0.305304913,19.8092002
621,0.527,0.440504835,0.417,0.683,0.65243661,0.259,0.173,0.50452207,0.501264221,0.289702163,0.351816494,16.3329737
622,0.693,0.394825366,0.599919548,0.503759701,0.618182332,0.386,0.173,0.534047806,0.48455174,0.325487251,0.363327079,17.5143417
623,0.687,0.42627187,0.574919548,0.513759701,0.711128091,0.409,0.173,0.540947464,0.50714441,0.331774264,0.326017907,18.6457474
624,0.703,0.39973599,0.681,0.706,0.611474622,0.347,0.173,0.518281112,0.464856069,0.285083531,0.293732753,14.4065934
625,0.681,0.327492073,0.42264246,0.6397597,0.64658567,0.363,0.17,0.567409137,0.561201267,0.306740187,0.357306294,24.327939
626,0.704,0.370205904,0.431604444,0.610059085,0.624258233,0.393,0.165,0.528258716,0.535709313,0.293619405,0.392091679,23.1876112
627,0.681,0.410763938,0.42264246,0.6397597,0.674484202,0.363,0.17,0.489007884,0.494192432,0.320761116,0.33656003,21.6424079
628,0.716,0.413990142,0.569501748,0.524456959,0.599056488,0.438,0.173,0.556800895,0.543460125,0.308319819,0.344098956,17.3533396
629,0.602,0.392440145,0.27143184,0.618531825,0.679772586,0.349,0.17,0.525616147,0.590265946,0.295417113,0.366647485,24.281805
630,0.669,0.402300351,0.500501748,0.524456959,0.662191207,0.406,0.173,0.497263852,0.533311572,0.302027155,0.384619143,21.6382654
631,0.447,0.378125967,0.404,0.779,0.695140884,0.308,0.133,0.531053203,0.509816815,0.318705701,0.404317897,16.7112005
632,0.447,0.384189183,0.404,0.779,0.625712332,0.308,0.133,0.452025671,0.516020486,0.302817061,0.327402711,14.9069789
633,0.643,0.435880237,0.525155173,0.471263918,0.677014182,0.421,0.173,0.512526958,0.558846326,0.339238112,0.372229605,20.1501344
634,0.625,0.362479057,0.404,0.629,0.648017254,0.378,0.15,0.493315707,0.492116861,0.315866267,0.297181675,18.5255528
635,0.69,0.403620152,0.528919548,0.515759701,0.596487686,0.398,0.173,0.532521806,0.53450232,0.288630497,0.347907328,18.556539
636,0.467,0.374290192,0.407,0.801,0.636871486,0.312,0.133,0.547512808,0.446562752,0.296286869,0.337822334,14.72534
637,0.69,0.415718453,0.489130086,0.502002791,0.741125726,0.398,0.173,0.503351988,0.525248463,0.32420561,0.397189535,24.102929
638,0.654,0.35476084,0.471,0.663,0.667860107,0.385,0.17,0.561271341,0.511104814,0.299624061,0.381638479,21.8143877
639,0.658,0.398485091,0.457,0.661,0.619747859,0.373,0.16,0.507977526,0.551097613,0.329966391,0.332722915,21.4210263
640,0.686,0.379364811,0.542919548,0.508759701,0.582885035,0.411,0.175,0.5269209,0.48129986,0.312385733,0.353153269,16.2828683
641,0.637,0.423805317,0.525,0.456,0.642375798,0.532,0.173,0.487462135,0.529813738,0.283753402,0.307551377,14.5787126
642,0.671,0.409244693,0.550916692,0.5248701,0.653962501,0.455,0.165,0.539074123,0.570313262,0.263521427,0.277117564,16.6949106
643,0.657,0.37160151,0.402143594,0.688320508,0.672136292,0.441,0.173,0.519459611,0.563822682,0.326859077,0.340334129,21.8890066
644,0.336,0.412342558,0.435721949,0.598644074,0.622781793,0.298,0.175,0.476151628,0.518376424,0.297979936,0.41765328,16.283825
645,0.677,0.381798693,0.44348046,0.604706947,0.701480881,0.44,0.17,0.510254539,0.527523272,0.350010997,0.330100533,21.0916047
646,0.6,0.358865484,0.402143594,0.688320508,0.609651181,0.422,0.173,0.490493533,0.547853618,0.290731601,0.302867194,17.4131447
647,0.721,0.401006743,0.447832146,0.380166559,0.657117839,0.392,0.173,0.529634322,0.508498137,0.317731121,0.350498339,19.9284588
648,0.7228,0.396032184,0.593619548,0.513159701,0.664001374,0.4317,0.1725,0.553211919,0.513603646,0.294528838,0.324604451,17.1107317
649,0.391,0.406353845,0.422,0.655,0.682825817,0.354,0.173,0.463919807,0.502818136,0.301232583,0.335290776,13.9053922
650,0.69,0.386552569,0.530919548,0.551759701,0.65093952,0.398,0.173,0.53564047,0.580496038,0.286330933,0.355894743,20.2771799
651,0.435,0.446854279,0.224794919,0.587143594,0.601435658,0.447,0.173,0.49597941,0.522975184,0.314091527,0.311610524,15.9841555
652,0.69,0.416617335,0.364,0.929,0.624987875,0.398,0.12,0.518868737,0.50916157,0.312806694,0.325315005,18.9094279
653,0.368,0.36332454,0.384545568,0.653962591,0.612360705,0.357,0.173,0.528941472,0.565261334,0.320232325,0.356596725,15.9475097
654,0.687,0.384781967,0.517255226,0.488621604,0.719402561,0.409,0.173,0.571767461,0.53755603,0.26641679,0.389965193,22.8965752
655,0.663,0.438045545,0.513919548,0.472759701,0.636186007,0.368,0.17,0.509686264,0.497039084,0.306347352,0.335926401,18.4722351
656,0.69,0.389491572,0.508666137,0.485494816,0.666861603,0.398,0.173,0.505103062,0.523544125,0.316323081,0.446510187,21.9250768
657,0.659,0.369493162,0.529565049,0.473665531,0.641683267,0.4,0.163,0.523712141,0.542769864,0.341072634,0.319367133,18.3181467
658,0.652,0.409997423,0.492565049,0.520665531,0.580496746,0.422,0.17,0.483264228,0.503571576,0.303210664,0.362534528,18.0226187
659,0.691,0.379978309,0.464919548,0.380759701,0.653195707,0.395,0.12,0.495326128,0.555683042,0.324836247,0.304112813,18.4583274
660,0.695,0.401650491,0.426992628,0.617847357,0.588853978,0.381,0.173,0.492626723,0.525816476,0.322418721,0.308615022,19.8745916
661,0.624,0.382399719,0.442,0.716,0.622034142,0.382,0.175,0.511958519,0.50645286,0.307923353,0.383083175,20.7953071
662,0.477,0.372285649,0.414780615,0.70783667,0.633438318,0.349,0.175,0.502762365,0.493175026,0.31452801,0.365792587,16.7964296
663,0.595,0.391848294,0.390164361,0.765730326,0.608711167,0.392,0.175,0.521254627,0.55999495,0.334986521,0.281169127,17.4760043
664,0.577,0.387140962,0.437004366,0.594252148,0.566488578,0.364,0.12,0.486663722,0.500461227,0.298394997,0.298730118,16.6863815
665,0.477,0.407060144,0.423839663,0.565132961,0.615759978,0.737,0.17,0.558894027,0.572347341,0.281560691,0.373254527,13.8461309
666,0.693,0.37749998,0.493919548,0.518759701,0.600267291,0.386,0.17,0.53818009,0.511738522,0.304779686,0.316101526,18.449409
667,0.595,0.395427374,0.153506466,0.864673326,0.684492414,0.529,0.17,0.488243092,0.557748479,0.313659331,0.339707168,18.4305944
668,0.503,0.385963426,0.224278341,0.783327394,0.640303415,0.527,0.14,0.472350544,0.524680545,0.321301162,0.349845396,17.9015744
669,0.44,0.443373364,0.225279104,0.633879996,0.574725508,0.53,0.173,0.517696461,0.600984403,0.294076945,0.301560949,16.7453333
670,0.515,0.364958371,0.388027661,0.78610093,0.617385419,0.392,0.173,0.499142064,0.505036861,0.270548006,0.375410592,17.3583736
671,0.699,0.411545271,0.454,0.736,0.634813847,0.365,0.173,0.533277095,0.568480456,0.317255078,0.367521093,24.4925676
672,0.705,0.400368704,0.573919548,0.522759701,0.645875996,0.337,0.173,0.503938466,0.550257146,0.297561829,0.355199857,21.303161
673,0.705,0.381194965,0.604919548,0.525759701,0.673289831,0.337,0.173,0.522473081,0.479444531,0.279926543,0.33465289,18.6407789
674,0.687,0.433936925,0.420615989,0.822481039,0.648739867,0.409,0.173,0.554922361,0.486002695,0.319205324,0.295523231,18.204415
675,0.464,0.402956754,0.380393153,0.620265181,0.626431986,0.323,0.175,0.524974862,0.512987538,0.259350373,0.326713654,15.3079316
676,0.627,0.341871543,0.471305734,0.465017833,0.661311074,0.372,0.16,0.536465255,0.541418467,0.31196802,0.394471209,22.812909
677,0.681,0.388316408,0.459,0.639,0.632057263,0.427,0.175,0.544018512,0.562473702,0.308717595,0.332073193,21.0403621
678,0.635,0.472939946,0.52983948,0.495124384,0.69257716,0.387,0.17,0.501572552,0.517792127,0.276028831,0.380272177,20.1125215
679,0.748,0.422657081,0.5145541,0.547635513,0.668884381,0.42,0.173,0.530337975,0.469054345,0.288076708,0.364133569,19.5445574
680,0.6397,0.397866226,0.446687493,0.602045444,0.585045007,0.3852,0.1725,0.592625281,0.507825952,0.337653339,0.34221444,20.1873669
681,0.62,0.353918262,0.436,0.426,0.617184608,0.378,0.17,0.515526077,0.500663722,0.318829795,0.324782835,18.8802488
682,0.307,0.398020559,0.089042605,0.688425865,0.66469898,0.529,0.14,0.466395014,0.540264661,0.291846351,0.368641743,13.7238514
683,0.692,0.378902181,0.616583302,0.560320508,0.640131338,0.39,0.165,0.536674684,0.521405901,0.25398049,0.290186596,17.2271319
684,0.387,0.422939419,0.217,0.624,0.57387289,0.302,0.17,0.496785473,0.572894027,0.305269275,0.345519074,16.0950226
685,0.685,0.4874158,0.518919548,0.447759701,0.602286567,0.415,0.173,0.525134532,0.530535031,0.311656727,0.356069554,17.3422489
686,0.493,0.368219187,0.314401292,0.723672349,0.629093944,0.38,0.173,0.50640205,0.511895953,0.328536878,0.335449883,16.9552721
687,0.693,0.40868862,0.465905973,0.546467241,0.684065713,0.386,0.165,0.555374706,0.55218009,0.298909874,0.388501708,22.8810467
688,0.693,0.373795317,0.465905973,0.546467241,0.672997779,0.386,0.165,0.510964506,0.460597946,0.323145635,0.420750526,22.3057379
689,0.689,0.415060017,0.527919548,0.502759701,0.623338285,0.403,0.175,0.606618607,0.525958519,0.295526795,0.34049082,18.8724055
690,0.693,0.393182149,0.560767314,0.562572209,0.645699157,0.386,0.165,0.530515666,0.545780842,0.308419134,0.318772732,17.8618153
691,0.708,0.361831136,0.443,0.627,0.610343431,0.415,0.165,0.544291438,0.493433024,0.287652705,0.350662185,20.0735614
692,0.6571,0.403121929,0.410959434,0.63057953,0.6577273,0.375,0.1725,0.501722108,0.535254627,0.315080101,0.303183982,20.8124128
693,0.617,0.3837435,0.451919548,0.468759701,0.704520618,0.386,0.17,0.520203207,0.516762365,0.336586824,0.376841385,22.2138414
694,0.714,0.434404869,0.439,0.626,0.634642134,0.396,0.165,0.477570986,0.56029082,0.302126122,0.330266407,21.9441508
695,0.5,0.427952976,0.361393153,0.651265181,0.637385549,0.341,0.175,0.540230665,0.523686264,0.285243656,0.353321819,17.2672945
696,0.694,0.4005277,0.551,0.674,0.613874645,0.384,0.173,0.51784236,0.503757678,0.332016106,0.38199185,19.3891863
697,0.687,0.332408557,0.481,0.711,0.67801879,0.409,0.175,0.56481932,0.555932664,0.29373434,0.32186231,20.9272657
698,0.687,0.390815543,0.481,0.711,0.626252503,0.409,0.175,0.508690435,0.514366648,0.320895039,0.365162862,20.9080992
699,0.696,0.41174305,0.527919548,0.520759701,0.648558756,0.403,0.173,0.488435758,0.488952949,0.269173629,0.342998768,18.087772
700,0.654,0.365157681,0.474516669,0.503403604,0.642896566,0.387,0.17,0.522626777,0.548835151,0.316902563,0.348067772,21.491651
701,0.697,0.395578303,0.510529014,0.538361134,0.606517238,0.413,0.175,0.533468282,0.497264228,0.279268484,0.315460371,17.8664922
702,0.684,0.42075993,0.564762794,0.576650635,0.636014598,0.417,0.165,0.521405904,0.495413195,0.294640972,0.405467586,19.3399051
703,0.739,0.396792558,0.539919548,0.528759701,0.659384479,0.416,0.173,0.54659041,0.517938466,0.307626763,0.360419448,19.5736438
704,0.43,0.407238322,0.43,0.631,0.647120509,0.332,0.173,0.448171666,0.469940622,0.314200234,0.349358108,14.7313032
705,0.695,0.38728797,0.444148473,0.716463579,0.675409451,0.381,0.175,0.531964797,0.547277095,0.334111669,0.328930879,22.4909763
706,0.692,0.452747673,0.406148473,0.705463579,0.624805966,0.393,0.175,0.492799929,0.507994851,0.301332204,0.374584191,21.3925484
707,0.619,0.413363524,0.525919548,0.433759701,0.604461353,0.413,0.173,0.469786678,0.513142064,0.310834214,0.285172831,15.2941764
708,0.685,0.430933833,0.545919548,0.519759701,0.579856657,0.415,0.173,0.559458283,0.502243092,0.317851256,0.309896266,16.0688875
709,0.689,0.401812366,0.561,0.613,0.66661576,0.403,0.165,0.526427976,0.522547978,0.304485889,0.334172829,18.5624928
710,0.689,0.356108841,0.520919548,0.497759701,0.656115346,0.403,0.165,0.573106084,0.520258221,0.31249066,0.294194208,18.0504235
711,0.659,0.399264728,0.524,0.424,0.608472967,0.4,0.163,0.509828371,0.568922361,0.283924773,0.346788831,18.5483966
712,0.689,0.425317666,0.520919548,0.497759701,0.69729099,0.403,0.173,0.489942909,0.538974862,0.330181247,0.370509108,21.2394039
713,0.69,0.410187721,0.564919548,0.449759701,0.670745934,0.398,0.173,0.542184599,0.550465255,0.319842625,0.392660118,20.578336
714,0.688,0.389638537,0.636,0.498,0.588408735,0.405,0.173,0.51901614,0.529382415,0.264328049,0.357484932,16.4676422
715,0.378,0.384929927,0.443208235,0.655478574,0.599968742,0.3307,0.175,0.462252571,0.515572552,0.315979931,0.351982515,15.3416354
716,0.69,0.438629258,0.548919548,0.503759701,0.650016799,0.398,0.175,0.514379588,0.558018512,0.288766989,0.305595293,17.7360456
717,0.687,0.406529479,0.496666137,0.498494816,0.613015023,0.409,0.17,0.580467035,0.54964047,0.327771387,0.304415605,18.2927099
718,0.699,0.377027343,0.568391176,0.43629165,0.625531683,0.364,0.165,0.543216762,0.519681696,0.318336535,0.362731412,18.3176027
719,0.699,0.41973155,0.586987648,0.689721493,0.676686547,0.362,0.173,0.501122358,0.567211919,0.291356148,0.319563609,20.6474288
720,0.691,0.359103787,0.615987648,0.646721493,0.689741548,0.396,0.173,0.53584478,0.504493533,0.308022355,0.325491428,18.5559945
721,0.59,0.40116713,0.559092875,0.463804937,0.631190316,0.309,0.173,0.496141533,0.543634322,0.273914362,0.369563266,19.5000008
722,0.66,0.371773356,0.635987648,0.840721493,0.582311581,0.343,0.173,0.505826016,0.490151628,0.301729807,0.312785045,16.6091842
723,0.464,0.412544517,0.423987648,0.633721493,0.642202479,0.386,0.173,0.553625738,0.533459611,0.335291283,0.356773386,17.8871468
724,0.464,0.335475701,0.423987648,0.633721493,0.667608148,0.386,0.173,0.484365788,0.514971768,0.314637836,0.336084985,17.0229154
725,0.531,0.391405272,0.498987648,0.516721493,0.619554109,0.343,0.15,0.524498361,0.556954922,0.287074922,0.390476539,20.5183677
726,0.52,0.389050804,0.262208153,0.434632468,0.656916042,0.5,0.173,0.503498892,0.507315707,0.303308951,0.282046051,18.1909137
727,0.69,0.368951497,0.534766557,0.501134516,0.700567858,0.398,0.173,0.5220139,0.526526958,0.289305581,0.366004634,20.4593411
728,0.692,0.409431636,0.515,0.451,0.633954672,0.392,0.165,0.480687185,0.466025671,0.316438204,0.322606548,16.8943277
729,0.678,0.424100575,0.531037309,0.587492321,0.622595501,0.435,0.17,0.532709245,0.517351988,0.309618249,0.333530329,18.4640059
730,0.69,0.398640463,0.572,0.461,0.644993971,0.398,0.173,0.512669151,0.494440921,0.296822113,0.308875391,17.1655519
731,0.644,0.415940862,0.364071797,0.675588457,0.601147311,0.447,0.17,0.517259766,0.521977526,0.300129977,0.359671355,21.3624511
732,0.699,0.3937778,0.345066294,0.516602591,0.68242505,0.362,0.173,0.539301829,0.501462135,0.31291247,0.401286737,26.0096475
733,0.413,0.436398449,0.422,0.605,0.570022023,0.318,0.173,0.50812024,0.484923935,0.293272311,0.348711373,14.7815647
734,0.509,0.367474587,0.343,0.601,0.66564663,0.433,0.173,0.516101873,0.532281112,0.308817263,0.371481462,19.9917426
735,0.678,0.387875746,0.410615989,0.631481039,0.577083303,0.376,0.17,0.537526166,0.554947464,0.295962726,0.347427018,22.080576
736,0.66,0.46036245,0.353,0.694,0.640820143,0.401,0.173,0.497422478,0.513756862,0.32374489,0.295949253,19.1345562
737,0.421,0.378281749,0.36413994,0.575724316,0.603390183,0.326,0.175,0.486052602,0.542258716,0.302521311,0.358204725,17.5410685
738,0.688,0.397404693,0.451,0.676,0.629795518,0.404,0.173,0.557301834,0.523117484,0.28821636,0.337349654,20.8986418
739,0.65,0.383147602,0.490955397,0.407272623,0.624074967,0.43,0.168,0.502317916,0.537089852,0.305661048,0.332235958,18.0319616
740,0.691,0.432595591,0.530919548,0.551759701,0.674181547,0.394,0.173,0.545413889,0.496353302,0.26058479,0.380607004,20.4643002
741,0.646,0.402463821,0.53121,0.501170479,0.593308816,0.513,0.163,0.520802447,0.51852207,0.319331615,0.352649615,16.0944419
742,0.6529,0.340336995,0.493520635,0.475101048,0.65854985,0.3899,0.175,0.531233915,0.527665818,0.299318873,0.273225745,17.4153629
743,0.687,0.410957839,0.425982893,0.652223253,0.558230755,0.41,0.173,0.534243033,0.551311171,0.304093975,0.317968039,18.6932751
744,0.703,0.390226708,0.64376031,0.593317736,0.661969698,0.348,0.173,0.513808429,0.529957744,0.317373429,0.339863945,19.0142897
745,0.69,0.357141915,0.528919548,0.515759701,0.626968792,0.398,0.17,0.550529848,0.520832877,0.280139965,0.375691211,19.8345625
746,0.685,0.39989369,0.467,0.617,0.679413275,0.414,0.173,0.504667553,0.570800895,0.310426715,0.329601125,21.2336793
747,0.687,0.426598574,0.539919548,0.511759701,0.598746615,0.409,0.173,0.482583661,0.539616147,0.297666654,0.301893636,15.629897
748,0.547,0.39497562,0.323,0.713,0.64359298,0.393,0.173,0.489196696,0.559128473,0.300933146,0.344886978,19.2684558
749,0.708,0.417777754,0.523143594,0.652320508,0.621089828,0.379,0.179,0.509259738,0.534652254,0.313766994,0.367742592,20.797218
750,0.398,0.385520938,0.366828427,0.555455844,0.694470687,0.399,0.178,0.474011821,0.505927208,0.270971924,0.334812588,15.8020238
751,0.354,0.441177689,0.386551186,0.600341243,0.632575945,0.364,0.173,0.518427729,0.545053203,0.307232196,0.386692837,16.386815
752,0.623,0.364354094,0.404,0.62,0.607506615,0.387,0.173,0.499909764,0.45102171,0.321438035,0.310886428,17.8293062
753,0.709,0.405140926,0.603722317,0.558678051,0.655324533,0.376,0.165,0.541190499,0.525390449,0.294190433,0.355372939,19.1362845
754,0.69,0.372115417,0.447,0.662,0.612579758,0.398,0.173,0.558347341,0.527380786,0.29574531,0.37743422,23.0845788
755,0.69531,0.412951743,0.537939548,0.503009701,0.659806586,0.40536,0.1725,0.507262785,0.471572984,0.323443193,0.330597299,17.7083164
756,0.683,0.401488997,0.467,0.452,0.62516946,0.411,0.173,0.537960593,0.495887073,0.287936227,0.319169838,17.7476841
757,0.69,0.396487797,0.526919548,0.507759701,0.604985661,0.398,0.173,0.511816476,0.502627433,0.319079597,0.389466053,18.6932032
758,0.62,0.420241078,0.442,0.716,0.688698552,0.395,0.173,0.53159772,0.522832835,0.257912822,0.356420538,20.6840559
759,0.62,0.386993922,0.442,0.716,0.619164991,0.395,0.173,0.521103629,0.531988431,0.311864072,0.291262979,17.7505717
760,0.625,0.366332665,0.57521429,0.641309449,0.641856218,0.39,0.173,0.54599495,0.554467598,0.299114681,0.325138103,18.6365362
761,0.709,0.406882618,0.537143594,0.677320508,0.581118476,0.372,0.175,0.502614436,0.513450112,0.328932882,0.369099592,19.9172674
762,0.392,0.384633916,0.359693437,0.609998916,0.656514418,0.32,0.175,0.504958045,0.438724399,0.345292241,0.399531588,13.9959872
763,0.505,0.437480008,0.418828627,0.599806095,0.608948064,0.324,0.17,0.551261334,0.525106483,0.303897897,0.338294321,17.7331159
764,0.713,0.424701673,0.4124,0.661,0.6280355,0.3981,0.17,0.500214652,0.569838114,0.313551919,0.34331281,22.959218
765,0.5,0.32002556,0.361393153,0.651265181,0.56774605,0.341,0.175,0.509544125,0.510945356,0.321165048,0.333207963,18.5180659
766,0.438,0.38934463,0.201,0.707,0.639100316,0.557,0.175,0.570547025,0.55088546,0.293963104,0.382713998,17.8368054
767,0.456,0.409807987,0.042604238,1.049196243,0.615965608,0.534,0.175,0.528769864,0.52966985,0.307035247,0.353659951,16.8317584
768,0.439,0.341373653,0.155470885,0.739097678,0.640475572,0.556,0.175,0.501422745,0.489559857,0.298291505,0.385840697,17.3894353
769,0.453,0.392885029,0.107,0.671,0.575542696,0.538,0.175,0.543748479,0.53316375,0.327400866,0.334493034,17.4969232
770,0.698,0.414628082,0.429567537,0.720750209,0.665170223,0.413,0.173,0.519905069,0.55643891,0.281364989,0.31039501,20.5894046
771,0.689,0.433479782,0.521576267,0.508661931,0.684926293,0.403,0.165,0.510680545,0.543286592,0.291107958,0.286555078,17.8265428
772,0.69,0.361392192,0.526576267,0.509661931,0.651872035,0.397,0.165,0.530161008,0.523970451,0.304681762,0.367300856,20.2698584
773,0.68,0.402792016,0.622987648,0.827721493,0.60284262,0.43,0.173,0.491036861,0.588591795,0.354844078,0.323704693,18.0072774
774,0.576,0.422377736,0.513001986,0.428112291,0.646053061,0.367,0.165,0.484795786,0.538025476,0.322276089,0.375132595,19.1483062
775,0.535,0.353341037,0.430226159,0.662995308,0.673584432,0.513,0.155,0.554480456,0.519392658,0.307824421,0.301223944,17.3946031
776,0.56,0.397712141,0.203,0.564,0.623707362,0.489,0.17,0.506114274,0.566409133,0.273241623,0.349682744,23.0996653
777,0.515,0.367848477,0.574,0.745,0.706871414,0.432,0.173,0.465444531,0.476826125,0.314418471,0.317560196,15.4630955
778,0.686,0.408321732,0.532575306,0.451445106,0.634985508,0.401,0.175,0.515238861,0.528522574,0.286780354,0.360797487,18.1649116
779,0.62,0.38816953,0.528919548,0.515759701,0.610799188,0.378,0.173,0.496464399,0.509653742,0.301531177,0.33955036,17.8011852
780,0.69,0.467104555,0.025,0.557,0.658137115,0.398,0.173,0.536257146,0.549235474,0.334688567,0.40805375,29.4422234
781,0.691,0.385815996,0.510919548,0.502759701,0.661529649,0.404,0.173,0.51295366,0.552623825,0.289037732,0.342057676,20.1577353
782,0.684,0.442608951,0.298827398,0.705445059,0.614299249,0.419,0.173,0.455054345,0.512209666,0.316208332,0.269935664,18.741799
783,0.529,0.34815796,0.421,0.628,0.598117701,0.338,0.14,0.481173268,0.574041504,0.324676754,0.379941595,22.1049179
784,0.379,0.39527662,0.371,0.514,0.648921292,0.526,0.183,0.522319706,0.521691874,0.296608739,0.331910196,15.7094772
785,0.468,0.418254371,0.398,0.623,0.626611191,0.33,0.173,0.548473702,0.501065196,0.309417357,0.306167474,14.8839614
786,0.366,0.357644761,0.181894882,0.574903811,0.620708875,0.476,0.173,0.508405463,0.560893848,0.284262954,0.314146176,15.6486837
787,0.687,0.400210041,0.511987648,0.742721493,0.669144739,0.409,0.173,0.563305319,0.517057587,0.312701137,0.357843764,20.8050988
788,0.689,0.427265899,0.487919548,0.540759701,0.585555144,0.403,0.17,0.527418467,0.493941662,0.299928002,0.393848582,18.916737
789,0.515,0.370733743,0.453010434,0.644472323,0.654932632,0.344,0.165,0.539762559,0.546149599,0.320101789,0.326540362,17.7472255
790,0.703,0.411348488,0.688910445,0.559836485,0.607014921,0.346,0.165,0.498987538,0.506972487,0.293038944,0.370991823,16.9628855
791,0.713,0.40213729,0.551359635,0.390001839,0.639787406,0.4,0.165,0.530873267,0.501854711,0.307429361,0.391538919,18.0998892
792,0.69,0.431748126,0.528919548,0.515759701,0.616781012,0.398,0.173,0.511248463,0.522262885,0.294416374,0.357128162,18.8352174
793,0.685,0.372793257,0.538326113,0.419850005,0.683232683,0.415,0.165,0.544846326,0.531405168,0.333558023,0.293261253,17.4082799
