,uid,bid,rating
1362,93887b88-a1f2-4629-8bb7-28514c4c8299,4278,1
1363,93887b88-a1f2-4629-8bb7-28514c4c8299,4256,0
1364,93887b88-a1f2-4629-8bb7-28514c4c8299,4674,1
1365,93887b88-a1f2-4629-8bb7-28514c4c8299,1427,0
1366,93887b88-a1f2-4629-8bb7-28514c4c8299,3030,1
1367,93887b88-a1f2-4629-8bb7-28514c4c8299,1859,1
1368,93887b88-a1f2-4629-8bb7-28514c4c8299,3551,1
1369,93887b88-a1f2-4629-8bb7-28514c4c8299,3314,1
1370,93887b88-a1f2-4629-8bb7-28514c4c8299,4517,1
1371,93887b88-a1f2-4629-8bb7-28514c4c8299,1504,0
1372,93887b88-a1f2-4629-8bb7-28514c4c8299,2939,0
1373,93887b88-a1f2-4629-8bb7-28514c4c8299,4178,0
1374,93887b88-a1f2-4629-8bb7-28514c4c8299,4283,1
1375,93887b88-a1f2-4629-8bb7-28514c4c8299,1434,1
1376,93887b88-a1f2-4629-8bb7-28514c4c8299,1842,0
1377,93887b88-a1f2-4629-8bb7-28514c4c8299,2842,0
1378,93887b88-a1f2-4629-8bb7-28514c4c8299,4795,1
1379,93887b88-a1f2-4629-8bb7-28514c4c8299,2915,0
1380,93887b88-a1f2-4629-8bb7-28514c4c8299,4258,1
1381,93887b88-a1f2-4629-8bb7-28514c4c8299,377,0
1382,93887b88-a1f2-4629-8bb7-28514c4c8299,1272,1
1383,93887b88-a1f2-4629-8bb7-28514c4c8299,2652,0
1384,93887b88-a1f2-4629-8bb7-28514c4c8299,2821,0
1385,93887b88-a1f2-4629-8bb7-28514c4c8299,3854,1
1386,93887b88-a1f2-4629-8bb7-28514c4c8299,1461,0
1387,93887b88-a1f2-4629-8bb7-28514c4c8299,4006,1
1388,93887b88-a1f2-4629-8bb7-28514c4c8299,1908,0
1389,93887b88-a1f2-4629-8bb7-28514c4c8299,2612,1
1390,93887b88-a1f2-4629-8bb7-28514c4c8299,3413,1
1391,93887b88-a1f2-4629-8bb7-28514c4c8299,2087,0
1392,93887b88-a1f2-4629-8bb7-28514c4c8299,3571,1
1393,93887b88-a1f2-4629-8bb7-28514c4c8299,2865,1
1394,93887b88-a1f2-4629-8bb7-28514c4c8299,4684,1
1395,93887b88-a1f2-4629-8bb7-28514c4c8299,2839,1
1396,93887b88-a1f2-4629-8bb7-28514c4c8299,650,0
1397,93887b88-a1f2-4629-8bb7-28514c4c8299,4777,1
1398,93887b88-a1f2-4629-8bb7-28514c4c8299,122,1
1399,93887b88-a1f2-4629-8bb7-28514c4c8299,1662,1
1400,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,3470,1
1401,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4674,1
1402,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2087,1
1403,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1908,1
1404,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2612,1
1405,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,3314,1
1406,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4517,1
1407,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,714,1
1408,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,3551,1
1409,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2865,1
1410,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2051,1
1411,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1285,1
1412,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4258,1
1413,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,3030,1
1414,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2915,1
1415,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2652,1
1416,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4777,1
1417,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,122,0
1418,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,650,1
1419,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1504,0
1420,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1434,1
1421,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1662,1
1422,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2839,1
1423,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2842,1
1424,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4006,1
1425,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2429,1
1426,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4283,1
1427,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4795,1
1428,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,3571,1
1429,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4256,1
1430,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,377,0
1431,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4278,1
1432,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1859,0
1433,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1427,1
1434,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4178,1
1435,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4600,1
1436,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,3413,1
1437,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2836,1
1438,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4649,1
1439,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,3854,1
1440,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,4684,1
1441,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1842,1
1442,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,312,0
1443,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2635,1
1444,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1167,0
1445,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1461,0
1446,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2438,1
1447,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2821,1
1448,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,2939,1
1449,93ebaead-abb6-4c56-a4fa-26f2e9de0bb3,1272,1
1450,98296471-6c67-4c92-88f8-d168d40fc5d9,2821,0
1451,98296471-6c67-4c92-88f8-d168d40fc5d9,3030,0
1452,98296471-6c67-4c92-88f8-d168d40fc5d9,312,1
1453,98296471-6c67-4c92-88f8-d168d40fc5d9,714,1
1454,98296471-6c67-4c92-88f8-d168d40fc5d9,3470,0
1455,98296471-6c67-4c92-88f8-d168d40fc5d9,1285,1
1456,98296471-6c67-4c92-88f8-d168d40fc5d9,4278,0
1457,98296471-6c67-4c92-88f8-d168d40fc5d9,4795,0
1458,98296471-6c67-4c92-88f8-d168d40fc5d9,1859,0
1459,98296471-6c67-4c92-88f8-d168d40fc5d9,4258,1
1460,98296471-6c67-4c92-88f8-d168d40fc5d9,1908,0
1461,98296471-6c67-4c92-88f8-d168d40fc5d9,4674,1
1462,98296471-6c67-4c92-88f8-d168d40fc5d9,1272,1
1463,98296471-6c67-4c92-88f8-d168d40fc5d9,4649,0
1464,98296471-6c67-4c92-88f8-d168d40fc5d9,4256,1
1465,98296471-6c67-4c92-88f8-d168d40fc5d9,2087,0
1466,98296471-6c67-4c92-88f8-d168d40fc5d9,2051,1
1467,98296471-6c67-4c92-88f8-d168d40fc5d9,2836,0
1468,98296471-6c67-4c92-88f8-d168d40fc5d9,2438,1
1469,98296471-6c67-4c92-88f8-d168d40fc5d9,2915,1
1470,98296471-6c67-4c92-88f8-d168d40fc5d9,4517,1
1471,98296471-6c67-4c92-88f8-d168d40fc5d9,4777,0
1472,98296471-6c67-4c92-88f8-d168d40fc5d9,4178,0
1473,98296471-6c67-4c92-88f8-d168d40fc5d9,3314,0
1474,98296471-6c67-4c92-88f8-d168d40fc5d9,1842,0
1475,98296471-6c67-4c92-88f8-d168d40fc5d9,2652,1
1476,98296471-6c67-4c92-88f8-d168d40fc5d9,1461,0
1477,98296471-6c67-4c92-88f8-d168d40fc5d9,2839,1
1478,98296471-6c67-4c92-88f8-d168d40fc5d9,2939,0
1479,98296471-6c67-4c92-88f8-d168d40fc5d9,3854,1
1480,98296471-6c67-4c92-88f8-d168d40fc5d9,650,1
1481,98296471-6c67-4c92-88f8-d168d40fc5d9,1504,0
1482,98296471-6c67-4c92-88f8-d168d40fc5d9,377,0
1483,98296471-6c67-4c92-88f8-d168d40fc5d9,3413,1
1484,98296471-6c67-4c92-88f8-d168d40fc5d9,122,1
1485,98296471-6c67-4c92-88f8-d168d40fc5d9,2865,0
1486,98296471-6c67-4c92-88f8-d168d40fc5d9,2635,0
1487,98296471-6c67-4c92-88f8-d168d40fc5d9,4006,1
1488,98296471-6c67-4c92-88f8-d168d40fc5d9,1427,0
1489,98296471-6c67-4c92-88f8-d168d40fc5d9,3571,1
1490,98296471-6c67-4c92-88f8-d168d40fc5d9,1167,1
1491,98296471-6c67-4c92-88f8-d168d40fc5d9,1434,1
1492,98296471-6c67-4c92-88f8-d168d40fc5d9,2612,0
1493,98296471-6c67-4c92-88f8-d168d40fc5d9,4600,1
1494,98296471-6c67-4c92-88f8-d168d40fc5d9,2429,1
1495,98296471-6c67-4c92-88f8-d168d40fc5d9,4283,0
1496,98296471-6c67-4c92-88f8-d168d40fc5d9,3551,0
1497,98296471-6c67-4c92-88f8-d168d40fc5d9,2842,0
1498,98296471-6c67-4c92-88f8-d168d40fc5d9,1662,1
1499,98296471-6c67-4c92-88f8-d168d40fc5d9,4684,1
1500,9db0d707-1b42-4d1b-b521-621a24d3677a,1908,0
1501,9db0d707-1b42-4d1b-b521-621a24d3677a,2051,0
1502,9db0d707-1b42-4d1b-b521-621a24d3677a,2429,0
1503,9db0d707-1b42-4d1b-b521-621a24d3677a,650,1
1504,9db0d707-1b42-4d1b-b521-621a24d3677a,1285,0
1505,9db0d707-1b42-4d1b-b521-621a24d3677a,4283,1
1506,9db0d707-1b42-4d1b-b521-621a24d3677a,1842,0
1507,9db0d707-1b42-4d1b-b521-621a24d3677a,4006,0
1508,9db0d707-1b42-4d1b-b521-621a24d3677a,4674,1
1509,9db0d707-1b42-4d1b-b521-621a24d3677a,2438,0
1510,9db0d707-1b42-4d1b-b521-621a24d3677a,2612,0
1511,9db0d707-1b42-4d1b-b521-621a24d3677a,4777,1
1512,9db0d707-1b42-4d1b-b521-621a24d3677a,312,0
1513,9db0d707-1b42-4d1b-b521-621a24d3677a,1434,0
1514,9db0d707-1b42-4d1b-b521-621a24d3677a,3470,0
1515,9db0d707-1b42-4d1b-b521-621a24d3677a,122,1
1516,9db0d707-1b42-4d1b-b521-621a24d3677a,4649,1
1517,9db0d707-1b42-4d1b-b521-621a24d3677a,3314,1
1518,9db0d707-1b42-4d1b-b521-621a24d3677a,1859,1
1519,9db0d707-1b42-4d1b-b521-621a24d3677a,2087,0
1520,9db0d707-1b42-4d1b-b521-621a24d3677a,1504,1
1521,9db0d707-1b42-4d1b-b521-621a24d3677a,3030,1
1522,9db0d707-1b42-4d1b-b521-621a24d3677a,4178,1
1523,9db0d707-1b42-4d1b-b521-621a24d3677a,1272,1
1524,9db0d707-1b42-4d1b-b521-621a24d3677a,1167,1
1525,9db0d707-1b42-4d1b-b521-621a24d3677a,2821,0
1526,9db0d707-1b42-4d1b-b521-621a24d3677a,1662,1
1527,9db0d707-1b42-4d1b-b521-621a24d3677a,4258,0
1528,9db0d707-1b42-4d1b-b521-621a24d3677a,3854,1
1529,9db0d707-1b42-4d1b-b521-621a24d3677a,2839,1
1530,9db0d707-1b42-4d1b-b521-621a24d3677a,3413,1
1531,9db0d707-1b42-4d1b-b521-621a24d3677a,1427,1
1532,9db0d707-1b42-4d1b-b521-621a24d3677a,2939,0
1533,9db0d707-1b42-4d1b-b521-621a24d3677a,3571,1
1534,9db0d707-1b42-4d1b-b521-621a24d3677a,377,1
1535,9db0d707-1b42-4d1b-b521-621a24d3677a,4278,1
1536,9db0d707-1b42-4d1b-b521-621a24d3677a,2915,1
1537,9db0d707-1b42-4d1b-b521-621a24d3677a,4795,1
1538,9db0d707-1b42-4d1b-b521-621a24d3677a,4684,1
1539,9db0d707-1b42-4d1b-b521-621a24d3677a,4600,1
1540,9db0d707-1b42-4d1b-b521-621a24d3677a,2836,0
1541,9db0d707-1b42-4d1b-b521-621a24d3677a,3551,1
1542,9db0d707-1b42-4d1b-b521-621a24d3677a,2865,1
1543,9db0d707-1b42-4d1b-b521-621a24d3677a,4256,1
1544,9db0d707-1b42-4d1b-b521-621a24d3677a,2652,0
1545,9db0d707-1b42-4d1b-b521-621a24d3677a,2842,1
1546,9db0d707-1b42-4d1b-b521-621a24d3677a,714,1
1547,9db0d707-1b42-4d1b-b521-621a24d3677a,4517,1
1548,9db0d707-1b42-4d1b-b521-621a24d3677a,1461,1
1549,9db0d707-1b42-4d1b-b521-621a24d3677a,2635,1
1550,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,377,0
1551,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1167,0
1552,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2429,0
1553,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2438,0
1554,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4256,0
1555,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2836,0
1556,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4674,0
1557,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1461,0
1558,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,3854,0
1559,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,122,0
1560,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,714,1
1561,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1504,0
1562,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2821,1
1563,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2842,0
1564,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4006,0
1565,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2087,0
1566,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4258,0
1567,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4684,0
1568,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4777,0
1569,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4517,1
1570,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4649,1
1571,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4278,0
1572,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,312,0
1573,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,3030,0
1574,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,650,0
1575,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2612,0
1576,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1859,0
1577,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1272,1
1578,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4178,1
1579,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1434,1
1580,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2915,1
1581,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1842,1
1582,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1662,0
1583,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,3571,0
1584,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2635,1
1585,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,3413,0
1586,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4795,0
1587,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,3314,0
1588,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4283,0
1589,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2051,0
1590,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2652,1
1591,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1285,1
1592,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2939,0
1593,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,3551,0
1594,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,3470,0
1595,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1427,0
1596,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,1908,0
1597,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2839,0
1598,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,2865,0
1599,Q4RnhAA8PXNSPBbAE2f2xfSGlbm2,4600,0
1600,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2612,0
1601,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,3854,1
1602,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1504,0
1603,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2635,0
1604,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4795,0
1605,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2939,0
1606,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4006,0
1607,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4674,1
1608,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1461,0
1609,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1272,0
1610,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,122,1
1611,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1662,1
1612,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4256,0
1613,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2842,0
1614,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1167,0
1615,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4777,1
1616,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,3314,1
1617,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4517,1
1618,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4600,1
1619,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4258,0
1620,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,377,0
1621,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4278,1
1622,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1427,0
1623,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2836,1
1624,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,3413,1
1625,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,650,0
1626,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1859,0
1627,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4283,0
1628,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1842,0
1629,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2438,1
1630,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2087,0
1631,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4649,0
1632,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2652,0
1633,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4684,1
1634,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,3030,0
1635,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,3470,1
1636,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2821,0
1637,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,3551,1
1638,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,312,0
1639,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2865,1
1640,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,714,1
1641,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2051,1
1642,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1434,1
1643,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2915,0
1644,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,3571,1
1645,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2839,1
1646,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1908,0
1647,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,4178,0
1648,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,1285,0
1649,a079fa7a-505c-4da9-88ba-b03d0b0fef1b,2429,1
1650,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2087,0
1651,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2836,1
1652,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2051,1
1653,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,3571,1
1654,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2635,0
1655,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1427,0
1656,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,3030,0
1657,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,122,0
1658,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4674,1
1659,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,3551,0
1660,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,3470,1
1661,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,377,0
1662,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,3314,0
1663,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4258,0
1664,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,3854,1
1665,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4649,1
1666,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4283,1
1667,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4777,1
1668,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,714,0
1669,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1859,1
1670,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1461,0
1671,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,3413,1
1672,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2821,0
1673,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4795,0
1674,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2915,0
1675,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,312,0
1676,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4178,0
1677,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2839,0
1678,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1285,0
1679,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2612,0
1680,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1272,0
1681,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2438,1
1682,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2842,0
1683,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1167,0
1684,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4006,0
1685,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,650,0
1686,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4278,0
1687,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1504,0
1688,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2865,1
1689,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1842,0
1690,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2939,0
1691,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4517,0
1692,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4256,0
1693,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2429,1
1694,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1662,0
1695,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1908,0
1696,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,1434,0
1697,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4600,1
1698,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,4684,0
1699,a1fd8673-53bb-423e-afcb-f5bcc99c2ec3,2652,1
1700,a27a9659-5ce0-43be-b592-09209008fe55,3470,1
1701,a27a9659-5ce0-43be-b592-09209008fe55,3551,0
1702,a27a9659-5ce0-43be-b592-09209008fe55,122,1
1703,a27a9659-5ce0-43be-b592-09209008fe55,2087,0
1704,a27a9659-5ce0-43be-b592-09209008fe55,1434,1
1705,a27a9659-5ce0-43be-b592-09209008fe55,1859,0
1706,a27a9659-5ce0-43be-b592-09209008fe55,2836,1
1707,a27a9659-5ce0-43be-b592-09209008fe55,2865,1
1708,a27a9659-5ce0-43be-b592-09209008fe55,2652,0
1709,a27a9659-5ce0-43be-b592-09209008fe55,2839,1
1710,a27a9659-5ce0-43be-b592-09209008fe55,1662,0
1711,a27a9659-5ce0-43be-b592-09209008fe55,377,1
1712,a27a9659-5ce0-43be-b592-09209008fe55,714,1
1713,a27a9659-5ce0-43be-b592-09209008fe55,2635,0
1714,a27a9659-5ce0-43be-b592-09209008fe55,4795,1
1715,a27a9659-5ce0-43be-b592-09209008fe55,2051,1
1716,a27a9659-5ce0-43be-b592-09209008fe55,4283,0
1717,a27a9659-5ce0-43be-b592-09209008fe55,2438,1
1718,a27a9659-5ce0-43be-b592-09209008fe55,4777,1
1719,a27a9659-5ce0-43be-b592-09209008fe55,2842,0
1720,a27a9659-5ce0-43be-b592-09209008fe55,1908,1
1721,a27a9659-5ce0-43be-b592-09209008fe55,1504,0
1722,a27a9659-5ce0-43be-b592-09209008fe55,4649,1
1723,a27a9659-5ce0-43be-b592-09209008fe55,2821,1
1724,a27a9659-5ce0-43be-b592-09209008fe55,4006,1
1725,a27a9659-5ce0-43be-b592-09209008fe55,4684,1
1726,a27a9659-5ce0-43be-b592-09209008fe55,2612,0
1727,a27a9659-5ce0-43be-b592-09209008fe55,3413,1
1728,a27a9659-5ce0-43be-b592-09209008fe55,3314,0
1729,a27a9659-5ce0-43be-b592-09209008fe55,1285,0
1730,a27a9659-5ce0-43be-b592-09209008fe55,3030,0
1731,a27a9659-5ce0-43be-b592-09209008fe55,312,0
1732,a27a9659-5ce0-43be-b592-09209008fe55,1461,0
1733,a27a9659-5ce0-43be-b592-09209008fe55,4600,1
1734,a27a9659-5ce0-43be-b592-09209008fe55,2915,0
1735,a27a9659-5ce0-43be-b592-09209008fe55,4256,0
1736,a27a9659-5ce0-43be-b592-09209008fe55,2429,0
1737,a27a9659-5ce0-43be-b592-09209008fe55,4517,0
1738,a27a9659-5ce0-43be-b592-09209008fe55,1427,1
1739,a27a9659-5ce0-43be-b592-09209008fe55,1272,0
1740,a27a9659-5ce0-43be-b592-09209008fe55,1167,0
1741,a27a9659-5ce0-43be-b592-09209008fe55,3854,1
1742,a27a9659-5ce0-43be-b592-09209008fe55,2939,0
1743,a27a9659-5ce0-43be-b592-09209008fe55,650,1
1744,a27a9659-5ce0-43be-b592-09209008fe55,4258,0
1745,a27a9659-5ce0-43be-b592-09209008fe55,4278,1
1746,a27a9659-5ce0-43be-b592-09209008fe55,4178,1
1747,a27a9659-5ce0-43be-b592-09209008fe55,4674,1
1748,a27a9659-5ce0-43be-b592-09209008fe55,1842,0
1749,a27a9659-5ce0-43be-b592-09209008fe55,3571,1
1750,a28f10a9-6554-40b6-89e2-335d8dd8ffd1,1842,1
1751,a28f10a9-6554-40b6-89e2-335d8dd8ffd1,2821,0
1752,a28f10a9-6554-40b6-89e2-335d8dd8ffd1,2051,1
1753,a28f10a9-6554-40b6-89e2-335d8dd8ffd1,4278,1
1754,a28f10a9-6554-40b6-89e2-335d8dd8ffd1,4649,0
