,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,ssd,Chain stay position on BB,SSTopZOFFSET,MATERIAL,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,Fork type,Stem kind,Display AEROBARS,Handlebar style,Head tube type,BB length,Head tube diameter,Wheel cut,Seat tube diameter,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,Front Fender include,Rear Fender include,BELTorCHAIN,Number of cogs,Number of chainrings,Display RACK,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,RIM_STYLE front,RIM_STYLE rear,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,Down tube diameter,Seatpost LENGTH,Seat tube type
1088,377,-25,404.1726278,72.5,100,30,135,75.5,618.6696048,0,40,33.7,36.5,29.5,18.5,15,9,ALUMINIUM,20,25,40,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,665,106,665,106,0,0,FALSE,1,1,68,45,692,33,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,200,250,50,50,1
1089,420,68,635.9091156,73,191.4,45,602.7,72.5,668.5025059,45,40,31.75,36.5,25.7,18,15,9,TITANIUM,33.6,40.2,41.5,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,34.9,692,34.9,TRUE,TRUE,TRUE,TRUE,1,8,1,FALSE,153,153,153,SPOKED,SPOKED,1,1,80,80,278,778,38.1,300,1
1090,445,5,557.3443756,74,145,45,333.7,71.5,710.798874,45,40,61.6,61.5,28.35,18,15,9,ALUMINIUM,44.8,57.7,72.9,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,750,128,750,128,1,0,FALSE,1,1,68,55,692,41.8,FALSE,FALSE,TRUE,TRUE,1,7,0,FALSE,255,255,255,SPOKED,SPOKED,1,1,80,80,278,500,34.9,250,2
1091,425,65,575.7365131,70.5,109.7,170,655,74.5,643.7336407,52,40,28.6,36.5,23.35,13,15,9,STEEL,45,170,43.1,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,698,114,698,114,0,0,FALSE,0,1,68,45,692,31.8,TRUE,TRUE,TRUE,TRUE,1,9,2,FALSE,255,0,51,SPOKED,SPOKED,1,1,80,80,278,684,34.9,100,2
1092,419,70,594.1905273,71,150.2,45,514.6,73,656.6092426,45,40,28.6,36.5,19.5,13,15,9,ALUMINIUM,35.1,48.6,46.9,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,628,69,628,69,0,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,8,1,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,210,718,34.9,300,1
1093,419,70,594.1905273,71,122.2,45,514.6,73,672.008277,45,40,28.6,36.5,19.5,13,15,9,ALUMINIUM,35.1,48.6,48.6,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,628,69,628,69,0,0,FALSE,1,1,68,45,692,31.8,TRUE,TRUE,TRUE,TRUE,1,8,2,TRUE,0,0,0,SPOKED,SPOKED,1,1,80,80,210,718,34.9,300,1
1094,490,60,708.6497636,70,195.2,45,430,73,720.1078431,45,40,29.7,36.5,20,20,15,9,TITANIUM,30,40,40,330,300,16,18,FALSE,FALSE,170,2,0.9,1.1,0.9,1.2,1,0.9,762,207,762,207,0,0,FALSE,2,1,100,45,692,31.8,FALSE,TRUE,TRUE,TRUE,1,0,0,TRUE,204,204,204,SPOKED,SPOKED,1,1,80,80,278,718,44,300,1
1095,490,60,708.6497636,70,195.2,45,430,73,725.3687347,45,40,29.7,36.5,20,20,15,9,TITANIUM,30,40,50,330,300,16,18,FALSE,FALSE,170,2,0.9,1.1,0.9,1.2,1,0.9,762,207,762,207,0,0,FALSE,2,1,100,45,692,31.8,FALSE,TRUE,TRUE,TRUE,1,0,0,TRUE,204,204,204,SPOKED,SPOKED,1,1,80,80,278,718,44,300,1
1096,490,60,658.5641469,70,141.9,45,480,73,723.582891,45,40,29.7,36.5,20,20,15,9,TITANIUM,30,40,50,330,300,16,18,FALSE,FALSE,170,2,0.9,1.1,0.9,1.2,1,0.9,762,207,762,207,0,0,FALSE,2,1,100,45,692,31.8,FALSE,TRUE,TRUE,TRUE,1,0,0,TRUE,204,204,204,SPOKED,SPOKED,1,1,80,80,278,718,44,300,1
1097,490,60,659.2219317,70,142.6,45,430,73,723.582891,45,40,29.7,36.5,20,20,15,9,TITANIUM,30,40,50,330,300,16,18,FALSE,FALSE,170,2,0.9,1.1,0.9,1.2,1,0.9,762,207,762,207,0,0,FALSE,2,1,100,45,692,31.8,FALSE,TRUE,TRUE,TRUE,1,0,0,TRUE,204,204,204,SPOKED,SPOKED,1,1,80,80,278,718,44,300,1
1098,405,70,580.4351998,73,145,60,499.1,73.5,637.5512619,45,40,38,48.5,23.35,13,15,9,CARBON,32.6,49.1,49.9,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,FALSE,TRUE,TRUE,TRUE,1,8,1,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,278,718,34.9,300,0
1099,540,60,659.2219317,70,142.6,45,430,73,723.582891,45,40,29.7,36.5,20,20,15,9,TITANIUM,30,40,50,330,300,16,18,FALSE,FALSE,170,2,0.9,1.1,0.9,1.2,1,0.9,762,207,762,207,0,0,FALSE,2,1,100,45,692,31.8,FALSE,TRUE,TRUE,TRUE,1,0,0,TRUE,204,204,204,SPOKED,SPOKED,1,1,80,80,278,718,44,300,1
1100,388,50,530.4304698,75,120,55,567.6,76,632.3834517,35,40,30.2,36.5,30,16.5,15,9,OTHER,41.3,37.6,49.5,330,300,16,18,FALSE,FALSE,120,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,44,692,35,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,278,730,50,350,1
1101,355.9,7,505.1110057,70,125,45,320.2,74.5,561.5539619,45,40,28.6,36.5,23.35,13,15,9,ALUMINIUM,26.4,42.2,52.4,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,600,70,600,70,1,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,255,255,255,SPOKED,SPOKED,1,1,80,80,238,400,34.9,50,2
1102,540,60,659.2219317,70,142.6,45,430,73,723.582891,45,40,29.7,36.5,20,20,15,9,TITANIUM,30,40,50,330,300,16,18,FALSE,FALSE,170,2,0.9,1.1,0.9,1.2,1,0.9,762,207,762,207,0,0,FALSE,2,1,100,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,TRUE,204,204,204,SPOKED,SPOKED,1,1,80,80,278,718,44,300,1
1103,671.33,70,616.9267603,63.5,150,45,425,50.6,905.8635938,45,40,30.2,36.5,26,13,15,9,STEEL,65,50,35,330,300,16,18,TRUE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,1,2,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,2,0,FALSE,204,204,255,SPOKED,SPOKED,1,1,80,80,278,550,35,100,2
1104,480,0,378.9327017,75,92.3,205,550,90,561.7929318,0,38.1,28.6,34,22,14.25,15,10.6,STEEL,30,200,40,330,300,16,18,FALSE,FALSE,120,2,0.9,1.1,0.9,1.2,1,0.9,486,80,486,80,0,0,FALSE,2,1,68,31.8,692,28.6,FALSE,FALSE,TRUE,TRUE,1,4,0,TRUE,51,102,0,SPOKED,SPOKED,3,3,40,40,278,780,31.8,300,1
1105,343,20,527.0265116,70.6,110,45,308.8,72.5,604.2776556,45,40,28.6,36.5,23.35,22.5,15,9,STEEL,20.8,28.8,50.5,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,592,85,592,85,1,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,51,51,51,SPOKED,SPOKED,1,1,80,80,230,375,34.9,300,2
1106,367,40,556.3113919,73.5,145.9,45,519.9,73,608.0325361,30,40,28.6,36.5,23.35,13,15,9,STEEL,35.3,47.9,49.8,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,670,70,670,70,0,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,204,204,255,SPOKED,SPOKED,3,3,40,40,278,688,34.9,300,2
1107,370,40,568.2966386,73.5,153.4,45,610,73.5,606.6753876,30,40,28.6,36.5,23.35,13,15,9,STEEL,35.3,60,50.1,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,670,80,670,80,0,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,204,0,0,SPOKED,SPOKED,1,1,80,80,278,718,34.9,300,1
1108,382.1,0,476.7254948,71,100,45,293.8,74,645.6241141,45,40,28.6,36.5,25,17.5,15,9,CARBON,23.2,33.8,45,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,1,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,0,153,SPOKED,SPOKED,1,1,80,80,248,380,34.9,100,2
1109,319.78,-20,462.9519294,74.5,100,45,217.6,74,622.1808748,45,40,28.6,36.5,25,17.5,15,9,CARBON,23.5,37.6,40.8,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,524,54,524,54,1,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,51,153,255,SPOKED,SPOKED,1,1,80,80,248,300,34.9,100,2
1110,433,40,529.2131311,72,266.7,23,505.6,73,556.9344152,35,40,27,36.5,19.5,12.5,15,28,STEEL,41,15.6,117.6,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,508,131,690,102,0,0,FALSE,1,1,68,37,692,28.6,FALSE,FALSE,TRUE,TRUE,1,7,2,FALSE,255,255,255,SPOKED,SPOKED,3,1,40,80,278,680,34.9,300,1
1111,387.93,0,478.6870843,72,100,45,290.4,74,652.7834514,45,40,28.6,36.5,20,16.5,15,9,OTHER,19.1,40.4,54.7,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,1,0,FALSE,1,2,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,238,390,34.9,100,1
1112,387.93,0,478.6870843,72,100,45,290.4,74,652.7834514,45,40,28.6,36.5,20,16.5,15,9,OTHER,19.1,40.4,54.7,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,1,0,FALSE,1,2,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,255,255,0,SPOKED,SPOKED,1,1,80,80,238,390,34.9,100,1
1113,387.93,0,478.6870843,72,100,45,290.4,74,652.7834514,45,40,28.6,36.5,20,16.5,15,9,ALUMINIUM,19.1,40.4,54.7,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,1,0,FALSE,1,2,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,102,0,255,SPOKED,SPOKED,1,1,80,80,238,390,34.9,100,1
1114,387.93,0,477.7360277,72,100,45,280.4,74,652.3796015,45,40,28.6,36.5,26,18,15,9,CARBON,19.1,40.4,54.7,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,1,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,238,360,34.9,100,1
1115,435,62,573.0478191,71,110,45,435,73.5,687.8174851,45,38,30.2,36.5675,20.85,12.5,15,14,STEEL,20,40,45,330,300,16,18,TRUE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,736,114,736,114,1,0,FALSE,0,1,68,36.5,692,28.6,FALSE,TRUE,TRUE,TRUE,1,8,0,FALSE,51,255,51,SPOKED,SPOKED,1,1,80,80,278,695,35,300,1
1116,430,32,539.5122315,69.5,110,45,436,73,653.2637504,45,38,30.2,36.5675,20.85,12.5,15,14,STEEL,27,40,35,330,300,16,18,TRUE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,670,86,670,86,1,0,FALSE,0,1,68,36.5,692,28.6,FALSE,TRUE,TRUE,TRUE,1,8,0,FALSE,0,0,204,SPOKED,SPOKED,1,1,80,80,278,695,35,300,1
1117,367,40,568.9845814,74,148,45,525,73,634.9811451,30,40,28.6,36.5,23.35,13,15,9,STEEL,35.1,48.4,49.1,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,670,62,670,62,0,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,153,0,0,SPOKED,SPOKED,1,1,80,80,278,650,34.9,300,2
1118,388.34,0,478.6870843,72,100,45,353.9,74,646.2189623,45,40,29.7,46.5,25,16.5,15,9,OTHER,27.1,53.9,40,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,1,0,FALSE,1,2,68,54,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,0,102,SPOKED,SPOKED,1,1,80,80,238,428,44.9,200,2
1119,405,55,600.2172915,73,170,30,580,73,633.5018565,40,40,25.4,36.5,23.35,13,15,9,STEEL,38.2,20,35,330,300,16,18,FALSE,FALSE,120,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,31.7,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,255,102,0,SPOKED,SPOKED,1,1,80,80,278,780,28.6,300,1
1120,671.33,70,612.9619651,62.5,150,45,425,50.6,898.360011,45,40,30.2,36.5,26,13,15,9,STEEL,65,50,35,330,300,16,18,TRUE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,1,2,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,2,0,FALSE,204,204,255,SPOKED,SPOKED,1,1,80,80,278,550,35,100,2
1121,440,78,642.9948065,74,175.3,30,630,73,695.8808832,48,40,27.3,31,17.75,10.5,15,6,STEEL,40,25.6,46,330,300,14,18,TRUE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,686,64,686,64,0,0,FALSE,0,1,68,36,692,28.6,TRUE,TRUE,TRUE,TRUE,1,9,1,TRUE,135,0,54,SPOKED,SPOKED,1,1,80,80,278,785,34.9,200,1
1122,415,58,589.1015428,74.5,146.9,30,577,75.5,681.001377,20,40,28.6,36.5,23.35,13,15,9,STEEL,30,20,48.5,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,700,78,700,78,0,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,278,774,34.9,300,2
1123,383.55,21.3414124,576.7613407,70.44,110,37,310,69.94,678.8430932,35,45,39,34.5,18,15,15,9,STEEL,25.7,34,58.8,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,670,111,670,111,0,0,FALSE,1,2,170,50,692,26.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,210,550,45,300,1
1124,540,60,681.0228005,70,165.8,45,380,73,729.757191,45,40,29.7,36.5,20,20,15,9,TITANIUM,30,40,60,330,300,16,18,FALSE,FALSE,170,2,0.9,1.1,0.9,1.2,1,0.9,762,207,762,207,0,0,FALSE,2,1,100,45,692,31.8,FALSE,TRUE,TRUE,TRUE,1,0,0,TRUE,204,204,204,SPOKED,SPOKED,1,1,80,80,278,718,50,300,1
1125,405,73.92143042,632.1564294,74.56374153,150,45,610.8,75.06374153,628.2297005,45,40,35.5,36.5,2.35,7.5,15,9,ALUMINIUM,80.5,50.8,50.5,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,2,0,TRUE,2,1,68,5,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,51,255,51,DISC,DISC,1,1,80,80,278,745,31,300,0
1126,385.16,0,477.7244798,71.5,100,45,304.8,73.5,625.1855598,45,40,28.6,36.5,22,16.5,15,9,OTHER,16.9,44.8,50.7,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,1,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,102,0,204,SPOKED,SPOKED,1,1,80,80,228,380,34.9,200,2
1127,405,45,542.0469332,73,130,150,547,74,623.6506269,45,40,32,42,21,12.5,15,9,CARBON,37.1,47,49.1,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,2,68,50,685,31.8,FALSE,FALSE,TRUE,TRUE,1,8,1,FALSE,255,255,255,SPOKED,SPOKED,1,1,80,80,300,745,45,270,0
1128,420,70,563.6998666,73,98.5,140,520,75,648.7231722,45,40,35,36.5,35,19,15,9,CARBON,28.7,47.8,57.2,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,2,0,TRUE,2,0,68,45,685,31.8,FALSE,FALSE,TRUE,TRUE,1,9,1,FALSE,255,255,255,SPOKED,DISC,1,1,80,80,278,718,34.9,270,0
1129,415,80,585.3635925,72.5,135,45,558.2,72,646.083688,45,40,28.6,36.5,23.35,13,15,9,ALUMINIUM,36.8,47.2,49.8,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,676,54,676,54,0,0,FALSE,0,1,68,45,692,31.8,FALSE,TRUE,TRUE,TRUE,1,8,1,FALSE,204,204,255,SPOKED,SPOKED,1,1,80,80,278,718,34.9,300,2
1130,410,80,592.707213,72.5,142.7,45,568.3,73,646.462734,45,40,28.6,36.5,23.35,13,15,9,ALUMINIUM,37,47.3,49.8,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,676,54,676,54,0,0,FALSE,0,1,68,45,692,31.8,FALSE,TRUE,TRUE,TRUE,1,8,1,FALSE,204,204,255,SPOKED,SPOKED,1,1,80,80,278,718,34.9,300,2
1131,420,70,563.6998666,73,98.5,140,520,75,648.7231722,45,40,35,36.5,35,19,15,9,CARBON,28.7,47.8,57.2,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,2,0,TRUE,2,0,68,45,685,31.8,FALSE,FALSE,TRUE,TRUE,1,9,1,FALSE,255,204,51,SPOKED,DISC,1,1,80,80,278,718,34.9,270,0
1132,440,78,642.9948065,74,175.3,30,630,73,695.8808832,48,40,27.3,31,17.75,10.5,15,6,STEEL,40,25.6,46,330,300,14,18,TRUE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,686,64,686,64,0,0,FALSE,0,1,68,36,692,28.6,TRUE,TRUE,TRUE,TRUE,1,9,1,TRUE,0,0,77,SPOKED,SPOKED,1,1,80,80,278,785,34.9,200,1
1133,491.35,70,507.7633617,50,145,145,443,64.6,884.0475414,45,40,28.6,36.5,23.35,13,15,9,ALUMINIUM,37.8,70.6,34.6,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,670,111,670,111,1,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,8,1,FALSE,204,204,255,TRISPOKE,TRISPOKE,3,3,80,80,278,718,34.9,100,2
1134,425,70,661.1027464,72.5,216.9,25,565.3,73.5,673.1370403,45,40,25.4,28.6,23.35,13,15,9,STEEL,43.3,10.3,39.7,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,28.6,692,28.6,FALSE,FALSE,TRUE,TRUE,1,8,1,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,278,718,34.9,300,1
1135,444.98,55,616.6686141,74,180.7,45,607.4,74,655.0884935,45,40,25.4,36.5,19.5,13,15,9,STEEL,30.3,37.4,46.6,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,700,78,700,78,0,0,FALSE,2,1,68,40,692,28.6,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,204,204,SPOKED,SPOKED,1,1,80,80,290,773,28.6,350,1
1136,405,70,598.3180987,73,150,45,587,73,648.2516187,45,40,28.6,36.5,23.35,13,15,9,CARBON,37.5,47,49.9,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,FALSE,TRUE,TRUE,TRUE,1,8,1,FALSE,204,204,255,SPOKED,SPOKED,1,1,80,80,278,718,34.9,300,2
1137,371.73,3.64E-12,556.7967342,70.94,110,37,310,71.44,650.2336067,35,45,39,34.5,18,15,15,9,ALUMINIUM,1.8,127.9,26.2,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,670,111,670,111,1,0,FALSE,1,2,170,50,692,26.8,FALSE,FALSE,TRUE,TRUE,1,0,0,TRUE,0,0,0,SPOKED,SPOKED,1,1,80,80,210,518,45,250,1
1138,445,5,557.3443756,74,145,45,333.7,71.5,710.798874,45,40,61.6,61.5,28.35,18,15,9,ALUMINIUM,44.8,57.7,72.9,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,750,128,750,128,1,0,FALSE,1,1,68,55,692,41.8,FALSE,FALSE,TRUE,TRUE,1,7,0,FALSE,0,0,0,SPOKED,SPOKED,1,1,80,80,278,500,34.9,250,2
1139,440,0,452.2372413,66,100,45,350,78,549.1417648,45,40,42.6,53,36.35,16.5,15,9,ALUMINIUM,15,70,41.2,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,725,103,725,103,1,0,FALSE,1,1,68,45,692,38,FALSE,FALSE,TRUE,TRUE,1,9,0,FALSE,0,51,204,SPOKED,SPOKED,1,1,80,80,278,448,34.9,100,2
1140,383.55,21.3414124,576.7613407,70.44,110,45,310,69.94,680.7346599,35,45,39,34.5,18,35,15,12,ALUMINIUM,23.6,35.7,62.4,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,670,111,670,111,1,0,FALSE,1,2,170,50,692,26.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,255,0,SPOKED,SPOKED,1,1,80,80,210,450,45,300,1
1141,444.98,55,616.6686141,74,180.7,45,607.4,74,655.0884935,45,40,25.4,36.5,19.5,13,15,9,STEEL,30.3,37.4,46.6,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,700,78,700,78,0,0,FALSE,2,1,68,40,692,28.6,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,220,0,SPOKED,SPOKED,1,1,80,80,290,773,28.6,350,1
1142,412,70,580.7220912,73,131.6,45,572.4,74,647.2061709,45,40,28.6,36.5,23.35,13,15,9,STEEL,37,32.4,42.4,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,1,FALSE,0,1,68,35,692,28.6,FALSE,TRUE,TRUE,TRUE,1,7,1,FALSE,255,102,255,SPOKED,SPOKED,1,1,80,80,278,701,31.8,300,1
1143,440,68,584.3489223,72,143.3,45,560,73,634.5936119,45,38,32.275,42.9,23.35,15,15,12.3,STEEL,33,40,48,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,685,63,685,63,0,0,FALSE,0,1,73,37,692,28.6,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,102,0,102,SPOKED,SPOKED,1,1,80,80,278,680,28.6,330,1
1144,410,70,655.6963841,73,210,45,627.8,74,676.5633929,45,40,28.6,36.5,23.35,13,15,9,STEEL,36.7,47.8,47.4,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,8,1,FALSE,255,204,204,SPOKED,SPOKED,1,1,80,80,298,825,34.9,300,2
1145,410,70,655.6963841,73,210,45,627.8,74,676.5633929,45,40,28.6,36.5,23.35,13,15,9,STEEL,36.7,47.8,47.4,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,0,1,68,45,692,31.8,TRUE,TRUE,TRUE,TRUE,1,8,1,FALSE,255,153,204,SPOKED,SPOKED,1,1,80,80,298,825,34.9,300,2
1146,425,19.80964661,501.0431249,67.55060902,115.1,45,432,72.55060902,656.8781335,45,40,32.7,50,23.35,13,15,9,STEEL,33,52.2,43,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,670,111,670,111,1,0,FALSE,1,1,68,40,692,31.8,FALSE,FALSE,TRUE,TRUE,1,8,1,FALSE,255,153,0,SPOKED,SPOKED,1,1,80,80,278,724,40,380,2
1147,405,70,593.536575,73,145,45,572.4,74,648.3152394,45,40,28.6,36.5,23.35,13,15,9,STEEL,37.1,47.4,49.9,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,674,52,674,52,0,0,FALSE,1,1,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,0,0,FALSE,0,204,204,SPOKED,SPOKED,1,1,80,80,278,718,34.9,300,2
1148,395,48,480.8461602,72,84.5,45,450.3,73.5,574.7310794,45,40,26.7,36.5,23.35,13,15,7,STEEL,29.4,35.3,38.4,330,300,16,18,FALSE,FALSE,130,2,0.9,1.1,0.9,1.2,1,0.9,638,67,638,67,0,0,FALSE,0,1,68,37,692,28,FALSE,TRUE,TRUE,TRUE,1,10,1,FALSE,255,102,0,SPOKED,SPOKED,1,1,80,80,278,618,31,330,1
1149,405,70,589.9982474,73,145,45,514.4,74,651.8432594,45,40,28.6,36.5,23.35,13,15,9,STEEL,36.5,48.4,59.9,330,300,16,18,FALSE,FALSE,135,2,0.9,1.1,0.9,1.2,1,0.9,592,85,592,85,0,1,FALSE,1,0,68,45,692,31.8,FALSE,FALSE,TRUE,TRUE,1,8,2,TRUE,204,204,255,SPOKED,SPOKED,1,1,80,80,278,600,34.9,180,0
