,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,batch
1518,0,0,Titanium,0.405,0.065,0.5656,0.14,75.00000349528622,0.04,0.0325,0.045,0.0365,0.0275,0.0165,0.0318,0.015,0.0417,0.0221,0.0338,74.0,0.115,0.5521,0.068,0.12,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.000903,0.002302,0.000565,0.003348,0.00059246,0.001547,0.006373,0.622738,1_8
2879,1,1,Titanium,0.397,0.06,0.5175,0.09,75.00000349528622,0.04,0.0286,0.045,0.04303,0.02335,0.013,0.0318,0.015,0.049,0.0281,0.0214,73.5,0.1594,0.55,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00277,0.007014,0.000652,0.001145,0.002742,0.000582,0.00064257,0.655236,2_4
3279,1,1,Steel,0.43,0.0675,0.583,0.06,71.99999647998123,0.04,0.0303,0.05,0.0365,0.021,0.0145,0.0286,0.015,0.0529,0.0509,0.0282,73.5,0.155,0.555,0.068,0.142,0.016,0.018,0.33,0.35,0.009,0.008646,0.002497,0.002274,0.00825,0.001578,0.001347,0.00075474,0.664273,2_6
4897,1,1,Steel,0.41298,0.07318,0.5656,0.045,74.84446,0.04,0.0286,0.03833,0.0356,0.01979,0.013,0.0318,0.015,0.04658,0.027229,0.042599,72.56066,0.1583,0.5792,0.068,0.125607,0.00703,0.007908,0.33,0.321967,0.009,0.003651,0.002092,0.005852,0.004813,0.004447,0.004793,0.004328,0.649817,Generated 3
1126,0,0,Steel,0.35,-0.03,0.5656,0.044,78.0,0.04,0.0292,0.04,0.034,0.023,0.018,0.028,0.015,0.0409,0.0391,0.0302,72.0,0.111,0.2791,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.005893,0.00142,0.008915,0.00078285,0.006406,0.001999,0.00819,0.576285,1_6
6875,1,1,Steel,0.43906,0.07027,0.56553,0.05625,74.04248,0.03274,0.0498,0.0444,0.03634,0.022447,0.01769,0.029567,0.01547,0.047679,0.056672,0.036469,69.26191,0.10391,0.5425,0.0677,0.129288,0.015068,0.017506,0.330272,0.300867,0.008799,0.003312,0.004166,0.002382,0.002579,0.001695,0.001112,0.004773,0.65894,Generated 14
5651,1,1,Steel,0.38672,-0.01358,0.56,0.06029,71.83927,0.03817,0.02931,0.04019,0.04941,0.023751,0.013989,0.030721,0.01543,0.045553,0.018177,0.031675,71.93701,0.13938,0.38466,0.06674,0.130021,0.000207,0.003067,0.327097,0.306554,0.010723,0.001059,0.006769,0.002042,0.00031799,0.00030287,0.002752,0.006924,0.617917,Generated 7
6912,1,1,Aluminum,0.37268,-0.03207,0.56688,0.0458,74.67942,0.03951,0.02981,0.04527,0.03763,0.023106,0.019576,0.030032,0.01531,0.045292,0.035214,0.021556,71.3293,0.10384,0.24309,0.06827,0.130122,0.015654,0.017398,0.330607,0.300839,0.009158,0.000187,0.001546,0.003105,0.003975,0.001839,0.001563,0.004275,0.626536,Generated 14
5094,1,1,Aluminum,0.39953,0.08518,0.55073,0.04201,76.6872,0.04,0.0286,0.04615,0.0365,0.02335,0.013,0.0318,0.015,0.04838,0.033465,0.028562,74.57291,0.1059,0.50794,0.068,0.124271,0.016,0.018,0.33,0.35,0.009,0.005149,0.005669,0.003868,0.007569,0.005127,0.004693,0.00066061,0.662119,Generated 4
5048,1,1,Steel,0.42369,0.05102,0.5656,0.14387,72.62354,0.04,0.03336,0.0459,0.04344,0.024819,0.014081,0.031476,0.015,0.05147,0.043281,0.051069,71.57405,0.13787,0.57364,0.068,0.121802,0.013117,0.014756,0.33,0.34099,0.009,0.002685,0.002003,0.003982,0.002542,0.001252,0.000921,0.001776,0.656878,Generated 4
13541,0,0,Steel,0.443077,0.053773,0.56397,0.119947,72.95173667347304,0.03939,0.04229,0.04319,0.03785,0.020398,0.013003,0.038704,0.01476,0.043237,0.043648,0.041432,69.68104,0.13111,0.557978,0.07282,0.13514,0.0112947552083332,0.0126413872420262,0.329671,0.342399,0.009091,0.002946,0.002479,0.002635,0.004667,0.01063,0.010112,0.002188,0.648455,Generated 47
148,0,0,Steel,0.35052,0.0,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.025,0.019,0.0318,0.015,0.0576,0.0398,0.0211,73.0,0.1193,0.29,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.001229,0.006308,0.002838,0.006591,0.00104,0.00075862,0.00075862,0.594126,1_1
5949,1,1,Aluminum,0.3904,0.03125,0.55733,0.05368,70.85303,0.03956,0.03096,0.0488,0.03977,0.026564,0.020569,0.031217,0.01489,0.045917,0.042492,0.030939,67.63947,0.11977,0.41033,0.06834,0.139497,-0.002535,0.00231,0.330038,0.295678,0.008861,0.00468,0.002118,0.002365,0.005426,0.00198,0.000902,0.005719,0.633142,Generated 9
6210,1,1,Steel,0.481759,0.051463,0.56333,0.082526,76.80356004279903,0.03997,0.03629,0.04315,0.03909,0.030789,0.019711,0.036815,0.01486,0.057172,0.04752,0.031831,79.43135,0.12247,0.616415,0.06691,0.124944,0.005468,5.8e-05,0.331555,0.332727,0.008242,0.003067,0.001356,0.000626,0.00020595,0.002898,0.003704,0.008056,0.714686,Generated 10
8006,0,0,Steel,0.406733,0.03987,0.56354,0.044003,72.5323888632168,0.04017,0.02917,0.04578,0.03756,0.024455,0.014027,0.031462,0.01483,0.052616,0.042813,0.03712,70.77713,0.12522,0.442551,0.06862,0.129873,0.0112947552083332,0.0126413872420262,0.330372,0.317898,0.008841,0.002534,0.003336,0.00644,0.002523,0.002847,0.004798,0.003203,0.64027,Generated 20
7302,0,0,Steel,0.406929,0.07,0.5656,0.042678,73.84520705920005,0.04,0.0281,0.04294,0.0365,0.022421,0.012613,0.031305,0.015,0.041145,0.030947,0.033113,73.0,0.10569,0.538981,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.30774,0.009,0.002561,0.001023,0.001531,0.008459,0.007901,0.002044,0.001376,0.648917,Generated 16
4103,1,1,Titanium,0.49346,0.06836,0.58593,0.04031,73.00781,0.04073,0.03016,0.04971,0.04877,0.027081,0.012073,0.056773,0.006995,0.051608,0.153859,0.03455,71.27614,0.12492,0.51739,0.08578,0.130044,0.015966,0.017859,0.329948,0.350348,0.00901,0.001751,0.004988,0.007211,0.003581,0.00061507,0.001481,0.003142,0.696401,Generated 0
9567,1,1,Steel,0.407623,0.08141,0.55991,0.048099,73.29195901222172,0.03917,0.02875,0.0549,0.03712,0.02291,0.013166,0.033105,0.01463,0.044837,0.039185,0.03026,71.76148,0.17026,0.507787,0.06776,0.127293,0.01581,0.01823,0.33262,0.394354,0.008531,0.001966,0.00272,0.00504,0.001752,0.002917,0.005047,0.006528,0.64528,Generated 29
13602,0,0,Steel,0.393175,0.045832,0.56658,0.132001,73.225324020648,0.04075,0.03508,0.04363,0.04364,0.025328,0.013606,0.031733,0.01466,0.052262,0.041832,0.039675,73.41513,0.14424,0.504837,0.06827,0.128203,0.0112947552083332,0.0126413872420262,0.330352,0.311948,0.008638,0.002248,0.002885,0.004016,0.003246,0.004872,0.003018,0.002275,0.640979,Generated 48
5214,1,1,Titanium,0.44182,0.05714,0.55312,0.06636,71.31817,0.0424,0.02933,0.03891,0.04092,0.02174,0.014703,0.0286,0.015,0.047273,0.033714,0.03474,72.0,0.17343,0.5676,0.06896,0.125195,0.007688,0.008649,0.33,0.333636,0.010682,0.00206,0.005374,0.001921,0.006085,0.001667,0.004338,0.004175,0.642955,Generated 5
11610,1,1,Steel,0.345606,-0.021931,0.59093,0.15188,69.05367561008,0.0359,0.03748,0.04163,0.04353,0.019292,0.021439,0.032965,0.01274,0.036932,0.165909,0.04043,64.77457,0.10975,0.302211,0.08718,0.121463,0.013977,0.015232,0.33,0.344794,0.011354,0.008331,0.008429,0.006789,0.008652,0.006317,0.005367,0.008468,0.528549,Generated 38
3427,1,1,Steel,0.484,0.035,0.5656,0.02245,68.99998946467623,0.0467,0.0286,0.032,0.0365,0.0176,0.011,0.02875,0.015,0.0348,0.0157,0.0263,72.0,0.132,0.5507,0.07,0.11435,0.016,0.018,0.33,0.385,0.009,0.001252,0.001119,0.000512,0.001449,0.006529,0.000512,0.00256,0.633668,2_6
2826,1,1,Steel,0.535,0.07,0.5656,0.011,67.00002298499258,0.0364,0.0286,0.0334,0.0365,0.019,0.013,0.0286,0.0075,0.0269,0.0145,0.0314,65.0,0.1023,0.5495,0.068,0.11,0.016,0.015,0.33,0.3875,0.00075,0.000925,0.008532,0.001407,0.00080374,0.003221,0.001532,0.001035,0.656694,2_4
2220,0,0,Steel,0.44,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0473,0.047,0.0395,70.0,0.1457,0.577,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.001566,0.001327,0.000572,0.001239,0.002348,0.001826,0.00073728,0.644906,1_12
2550,1,1,Titanium,0.395,0.06,0.476,0.125,75.0,0.04,0.0286,0.04,0.0365,0.0325,0.013,0.0318,0.015,0.0349,0.0108,0.0214,72.5,0.0854,0.4708,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00661,0.006708,0.004115,0.004546,0.004862,0.004127,0.00077431,0.622073,2_3
11121,1,1,Steel,0.42644,0.02535,0.61248,0.15091,74.63726,0.03942,0.02798,0.04279,0.04028,0.0182,0.021347,0.032675,0.01147,0.067996,0.021883,0.042685,71.18306,0.09529,0.56711,0.06842,0.135386,0.01429,0.0154,0.33,0.305177,0.008729,0.008226,0.008535,0.00697,0.006533,0.006114,0.004541,0.008349,0.540213,Generated 36
1101,0,0,Aluminum,0.43663,0.0095,0.5656,0.045,70.5,0.04,0.0286,0.045,0.0365,0.02735,0.018,0.0318,0.015,0.0453,0.0536,0.0275,70.0,0.119,0.3407,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.008883,0.004188,0.000571,0.004586,0.005812,0.003859,0.002716,0.637996,3_3
1564,0,0,Steel,0.43,0.075,0.5656,0.045,74.0000202554444,0.03815,0.02705,0.03182,0.0365,0.016575,0.015,0.0285,0.015,0.0396,0.0482,0.0367,71.0,0.1421,0.4782,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.006131,0.009274,0.007759,0.008508,0.002675,0.003822,0.008824,0.619811,1_9
6925,1,1,Steel,0.4446,0.06795,0.63121,0.04398,72.60675,0.0403,0.02912,0.04314,0.03745,0.015653,0.015496,0.029228,0.01443,0.034427,0.046691,0.019561,73.15244,0.14194,0.52583,0.06822,0.134503,0.015302,0.017866,0.331,0.374699,0.010013,0.000935,0.001985,0.003452,0.005826,0.001911,0.001387,0.001324,0.70276,Generated 14
8409,1,1,Steel,0.417535,0.069791,0.61958,0.055069,73.03332586349968,0.04733,0.02934,0.05001,0.03701,0.022345,0.013455,0.031633,0.01499,0.048414,0.074872,0.02424,73.2431,0.1349,0.623655,0.08753,0.135034,0.015911,0.017972,0.330033,0.349937,0.009251,0.003616,0.003178,0.002258,0.001497,0.00287,0.001405,2.06e-05,0.707434,Generated 22
5607,1,1,Steel,0.40289,-0.00941,0.55694,0.05745,71.80302,0.03963,0.03184,0.04236,0.05618,0.023815,0.013831,0.031008,0.01612,0.056895,0.015876,0.031417,71.24519,0.13586,0.35339,0.06816,0.134519,0.003497,0.004589,0.327557,0.341647,0.011125,0.00157,0.002583,0.002724,0.001382,0.00052748,0.003368,0.009666,0.619235,Generated 7
5125,1,1,Titanium,0.41456,0.06491,0.5656,0.0679,74.52669,0.04,0.0286,0.04149,0.0365,0.022765,0.013763,0.0318,0.015,0.046837,0.042944,0.027645,72.0267,0.13473,0.46964,0.068,0.13,0.007858,0.00884,0.33,0.35,0.009,0.000714,0.001179,0.004767,0.00155,0.003191,0.00185,0.00174,0.662774,Generated 4
309,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.048,0.0359,73.0,0.145,0.552,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.00202,0.001285,0.002882,0.00282,0.001441,0.003828,0.00099074,0.653639,1_2
785,0,0,Aluminum,0.295,0.0,0.5656,0.029,73.49999998763374,0.04,0.0429,0.04,0.04245,0.0315,0.021,0.0318,0.015,0.0327,0.0269,0.033,72.5,0.0917,0.2269,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.3,0.0112,0.002603,0.001708,0.003698,0.009655,0.001095,0.000974,0.009,0.535367,3_2
12145,0,0,Titanium,0.405299,0.051421,0.5629,0.052392,72.91546844504127,0.04321,0.03446,0.04428,0.03969,0.026015,0.014204,0.031094,0.01483,0.044715,0.029312,0.02917,70.89322,0.11006,0.460583,0.06896,0.123791,0.0112947552083332,0.0126413872420262,0.32786,0.298063,0.00851,0.000737,0.004694,0.001689,0.001927,0.002465,0.001997,0.002167,0.644334,Generated 41
9672,0,0,Steel,0.409723,0.051132,0.58273,0.056531,75.55015757017084,0.04033,0.02865,0.04119,0.03708,0.023089,0.013714,0.031177,0.01473,0.045946,0.038985,0.039036,71.80783,0.15429,0.566954,0.07244,0.130394,0.0112947552083332,0.0126413872420262,0.329819,0.329433,0.009102,0.00191,0.006958,0.003653,0.006649,0.003264,0.003321,0.003189,0.705328,Generated 30
4134,1,1,Aluminum,0.48221,0.06594,0.56544,0.04369,73.93107,0.03997,0.02868,0.03954,0.03653,0.023389,0.013936,0.028651,0.015,0.049153,0.033776,0.034254,71.71547,0.10867,0.61123,0.06809,0.135075,-8.6e-05,0.018034,0.329963,0.349868,0.009002,0.002055,0.001215,0.006879,0.01015,0.001458,0.00751,0.01016,0.633326,Generated 0
14835,1,1,Titanium,0.402491,0.071175,0.57729,0.085567,72.98846326814093,0.0397,0.03007,0.05687,0.03682,0.024238,0.013157,0.03159,0.01474,0.047978,0.051125,0.038284,73.74422,0.16912,0.594411,0.06819,0.129982,0.016082,0.017966,0.329956,0.349901,0.00896,0.00229,0.004016,0.002324,0.003351,0.00010086,0.004802,0.00075865,0.628209,Generated 54
6643,1,1,Steel,0.40256,0.05807,0.62828,0.04454,74.8603,0.03958,0.02935,0.0453,0.03663,0.022209,0.015601,0.032306,0.0151,0.04621,0.046779,0.0331,77.01862,0.11848,0.57492,0.06797,0.119944,5.8e-05,-4.9e-05,0.330046,0.30011,0.008569,0.002711,0.000678,0.002647,0.004515,0.002643,0.000415,0.001258,0.631304,Generated 12
13277,0,0,Steel,0.379507,0.036145,0.546,0.053237,72.92864647432927,0.03891,0.04791,0.05684,0.03526,0.048782,0.028402,0.037281,0.0145,0.041585,0.04594,0.03026,72.44498,0.12594,0.415501,0.06741,0.127033,0.0112947552083332,0.0126413872420262,0.329998,0.373699,0.008549,0.000969,8.3e-05,0.002021,0.01468,0.002512,7e-05,0.00095659,0.600084,Generated 46
2892,1,1,Steel,0.425,0.045,0.6325,0.045,72.50001674779189,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0465,0.0528,0.0251,68.0,0.17,0.4478,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.007535,0.002968,0.001124,0.00338,0.007117,0.007502,0.001304,0.706637,2_4
11565,1,1,Steel,0.351079,-0.012813,0.62446,0.037115,76.70695935853998,0.05075,0.03973,0.05501,0.04885,0.035361,0.021083,0.039292,0.01389,0.057417,0.171133,0.042836,72.47354,0.11836,0.615743,0.07414,0.134024,0.014303,0.017644,0.33,0.35881,0.007115,0.003195,0.003432,0.006849,0.008283,0.00395,0.00854,0.007162,0.601293,Generated 38
915,0,0,Steel,0.41418,0.025,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0526,0.0524,0.031,72.5,0.115,0.402,0.068,0.135,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.003876,0.003368,0.00839,0.008196,0.001966,0.002793,0.005014,0.61417,1_5
9648,1,1,Steel,0.400302,0.072015,0.56112,0.054489,73.0443839489457,0.03856,0.02908,0.05609,0.03659,0.023364,0.013506,0.035319,0.01461,0.043589,0.043997,0.030721,71.37612,0.18835,0.501298,0.06745,0.126225,0.015827,0.018318,0.33173,0.409797,0.008594,0.001517,0.002384,0.005342,0.001761,0.002698,0.003023,0.009038,0.634732,Generated 29
13214,1,1,Steel,0.429311,0.068851,0.5651,0.056678,72.90521250050841,0.03959,0.02773,0.04127,0.03616,0.020638,0.012136,0.029648,0.01467,0.043156,0.028815,0.044591,71.55622,0.16914,0.654761,0.06847,0.12981,0.015772,0.018149,0.333735,0.341088,0.008664,0.003106,0.001169,0.002106,0.002952,0.002865,0.002077,0.01095,0.662466,Generated 46
12282,0,1,Steel,0.421009,0.049273,0.57762,0.073703,72.10662392565507,0.04021,0.02864,0.04217,0.03682,0.023299,0.013051,0.031192,0.01484,0.045972,0.045852,0.071119,71.5933,0.25323,0.690879,0.06725,0.130413,0.0112947552083332,0.017869,0.330444,0.341827,0.011871,0.002506,0.000254,0.004706,0.003152,0.01257,0.012148,0.002653,0.732984,Generated 42
9104,1,1,Titanium,0.413781,0.07045,0.56646,0.027497,72.08594014925086,0.04013,0.02903,0.05353,0.03561,0.022953,0.016473,0.031144,0.01494,0.050272,0.053728,0.032236,71.76763,0.09899,0.51015,0.0678,0.135191,0.014915,0.018656,0.331086,0.375384,0.009547,0.002599,0.000451,0.00431,0.00077401,0.00043003,0.004233,0.001678,0.650911,Generated 26
14309,0,0,Steel,0.405836,0.030508,0.56366,0.043271,72.5008761844846,0.04009,0.02857,0.04298,0.03649,0.022314,0.012575,0.030583,0.01479,0.049091,0.043552,0.028819,71.66916,0.13276,0.470867,0.06687,0.125983,0.0112947552083332,0.0126413872420262,0.330055,0.349738,0.008553,0.002258,0.002052,0.006996,0.002641,0.001636,0.002337,0.001443,0.613251,Generated 51
7366,0,0,Steel,0.431739,0.07,0.5656,0.042029,73.40580572611421,0.03887,0.0267,0.03716,0.03501,0.022102,0.011752,0.029899,0.01559,0.041891,0.037138,0.038526,73.0,0.13567,0.541167,0.068,0.13,0.0112947552083332,0.0126413872420262,0.33,0.32029,0.009951,0.000885,0.000922,0.002267,0.00641,0.003952,0.001201,0.001823,0.646368,Generated 16
6919,1,1,Aluminum,0.3551,-0.06382,0.5664,0.04592,75.76575,0.04013,0.02812,0.04523,0.0372,0.022505,0.011979,0.031008,0.01449,0.047491,0.04912,0.035086,77.48415,0.14182,0.51255,0.06767,0.119927,0.015802,0.016924,0.3301,0.349486,0.00881,0.000857,0.0069,0.004085,0.003836,0.007864,0.006041,0.003209,0.59932,Generated 14
13295,0,0,Steel,0.450968,0.162815,0.56889,0.038905,72.62314537796551,0.03726,0.03507,0.043,0.03546,0.02264,0.01299,0.030343,0.01456,0.052988,0.036593,0.029252,70.72955,0.12592,0.484933,0.06648,0.128941,0.0112947552083332,0.0126413872420262,0.329142,0.336052,0.008334,0.001101,0.002402,0.01888,0.002763,0.001165,0.003521,0.002348,0.696098,Generated 46
11028,1,1,Steel,0.41458,0.02471,0.62837,0.15174,76.66777,0.05051,0.03709,0.03448,0.0491,0.035371,0.020526,0.037813,0.01143,0.066861,0.053697,0.042777,71.23552,0.16752,0.65754,0.06867,0.135191,0.01567,0.01541,0.33,0.326003,0.011927,0.003495,0.00323,0.006909,0.006576,0.004253,0.004571,0.009113,0.706613,Generated 36
6343,1,1,Steel,0.42868,0.054822,0.56569,0.060602,72.8499220732783,0.04002,0.02865,0.05021,0.03651,0.019783,0.013069,0.031815,0.015,0.04775,0.036192,0.025111,70.53077,0.11835,0.595819,0.06798,0.129968,-1.3e-05,-7e-06,0.329999,0.350072,0.008992,0.000707,0.001022,0.001221,0.00064078,0.001137,0.000479,0.001109,0.660582,Generated 11
9380,0,0,Titanium,0.413517,0.033708,0.54782,0.040891,69.81989206950846,0.03524,0.02433,0.0325,0.03178,0.02256,0.012587,0.026971,0.01488,0.039206,0.032482,0.023784,73.57084,0.12913,0.445734,0.0633,0.138486,0.0112947552083332,0.0126413872420262,0.331365,0.32185,0.007986,0.001724,0.002954,0.007236,0.00057505,0.003003,0.009568,0.002036,0.606337,Generated 28
6455,1,1,Steel,0.403645,0.069847,0.56569,0.04462,74.00752600256061,0.04001,0.02858,0.03223,0.03652,0.023431,0.013045,0.028462,0.015,0.029308,0.021046,0.028082,72.99126,0.15937,0.58148,0.068,0.129999,0.015946,0.017964,0.329996,0.349998,0.009,0.001119,0.000957,0.000428,0.00049084,0.001012,0.000581,0.00098363,0.654723,Generated 11
7628,1,1,Steel,0.399332,0.053808,0.56427,0.061661,74.64299349314021,0.04,0.0286,0.03732,0.0365,0.02335,0.013,0.029362,0.015,0.044718,0.020429,0.029438,74.20248,0.12668,0.531241,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00063,0.003692,0.007594,0.001536,0.006078,0.001015,0.00131,0.625833,Generated 17
13850,0,0,Aluminum,0.445538,0.032785,0.57782,0.053112,72.47698384442764,0.03893,0.03666,0.05255,0.04444,0.031441,0.016197,0.031042,0.01462,0.044649,0.071639,0.026565,67.46901,0.09807,0.351131,0.06825,0.128954,0.0112947552083332,0.0126413872420262,0.328524,0.297562,0.008976,0.009772,0.003727,0.002016,0.008101,0.002637,0.001161,0.002305,0.629258,Generated 49
13652,0,0,Titanium,0.412657,0.0437,0.56616,0.086164,72.08697147328209,0.0395,0.03739,0.05125,0.04004,0.030172,0.019548,0.032017,0.01486,0.045817,0.034556,0.03047,70.03243,0.15611,0.467277,0.07498,0.142368,0.0112947552083332,0.0126413872420262,0.328844,0.308237,0.008835,0.001313,0.006414,0.002886,0.002391,0.00571,0.001664,0.003001,0.666679,Generated 48
2675,1,1,Titanium,0.43,0.077,0.5656,0.055,74.0,0.04,0.0286,0.05,0.0365,0.02735,0.0165,0.04,0.015,0.0556,0.0515,0.0363,72.0,0.1399,0.5815,0.068,0.12,0.016,0.018,0.33,0.35,0.009,0.004681,0.001736,0.002503,0.006198,0.00083551,0.001081,0.00066116,0.680522,1_15
1899,0,1,Steel,0.43,0.0625,0.5656,0.05,73.0,0.04,0.0272,0.032,0.029,0.022,0.014,0.029,0.015,0.0354,0.0212,0.03,71.0,0.1099,0.5162,0.068,0.125,0.0158489361702121,0.018,0.33,0.35,0.009,0.001675,0.00155,0.001643,0.002338,0.00777,0.006713,0.001737,0.635476,2_1
548,0,0,Aluminum,0.405,0.067,0.5656,0.045,73.29998042135355,0.055,0.03745,0.056,0.04155,0.03,0.019,0.0349,0.015,0.05,0.05,0.03,73.3,0.1902,0.58,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.3,0.009,0.006086,0.006221,0.004698,0.001299,0.003579,0.001445,0.007307,0.657804,3_2
14432,0,0,Steel,0.405355,0.046228,0.5626,0.015705,72.88790917509547,0.03878,0.02823,0.04171,0.03511,0.01984,0.013424,0.029335,0.01494,0.046062,0.039498,0.033328,71.71568,0.12578,0.444855,0.06723,0.128833,0.0112947552083332,0.0126413872420262,0.329767,0.299338,0.009743,0.001782,0.008321,0.001546,0.001871,0.01009,0.002263,0.001116,0.644971,Generated 51
12874,0,0,Aluminum,0.367813,-0.027716,0.5636,0.019097,69.98192453397144,0.03806,0.02958,0.04304,0.03706,0.029558,0.022849,0.030646,0.01472,0.037606,0.042057,0.024319,68.05952,0.10272,0.240073,0.06873,0.14129,0.0112947552083332,0.0126413872420262,0.329669,0.299002,0.008665,0.001359,0.007598,0.002841,0.001724,0.002,0.005151,0.001542,0.565728,Generated 44
6132,1,1,Steel,0.45195,0.082347,0.56397,0.050089,72.61838982826593,0.04003,0.03028,0.0475,0.04598,0.025254,0.014488,0.031614,0.01479,0.053397,0.050309,0.029785,70.32696,0.13402,0.471222,0.07086,0.141129,0.005755,0.007756,0.329632,0.343698,0.00904,0.003113,0.00234,0.006369,0.002785,0.002535,0.00294,0.002939,0.71426,Generated 10
11086,0,1,Steel,0.35573,0.009443,0.59139,0.03045,74.04107,0.03571,0.03235,0.04208,0.03538,0.033614,0.019184,0.038382,0.01402,0.06865,0.166059,0.04738,70.01265,0.18257,0.55222,0.08402,0.128459,0.0112947552083332,0.01503,0.33,0.345342,0.012788,0.008389,0.004446,0.006805,0.00093595,0.002641,0.002892,0.00737,0.744714,Generated 36
5470,1,1,Titanium,0.435072,0.074111,0.5647,0.048323,75.96715625346705,0.03711,0.0159,0.04213,0.02947,0.02114,0.015906,0.028811,0.01486,0.056238,0.03381,0.030506,73.61425,0.14382,0.527128,0.06734,0.129272,0.003045,0.00228,0.331557,0.34934,0.008664,0.001873,0.002463,0.004512,0.003994,0.001635,0.001047,0.006221,0.665586,Generated 6
6284,1,0,Titanium,0.404822,0.060656,0.56534,0.045661,74.0731296701031,0.04,0.02635,0.04511,0.03653,0.023372,0.012998,0.031812,0.015,0.035713,0.02959,0.039888,74.30493,0.10657,0.540601,0.06801,0.129978,-4.2e-05,0.0126413872420262,0.329996,0.350081,0.008993,0.001028,0.000542,0.000576,0.001097,0.00093336,0.000739,0.001178,0.648265,Generated 11
5608,1,1,Steel,0.41196,0.01555,0.55803,0.04371,72.61534,0.03986,0.03112,0.04307,0.05626,0.023736,0.013692,0.03146,0.01485,0.063074,0.01663,0.029491,71.10883,0.12656,0.38486,0.06835,0.135975,0.003448,0.004119,0.327756,0.344583,0.009831,0.001898,0.002301,0.002778,0.002659,0.001127,0.004044,0.006449,0.631052,Generated 7
13834,0,0,Titanium,0.441968,0.060392,0.56097,0.032527,72.62486425135091,0.03834,0.03434,0.04306,0.04194,0.023457,0.012838,0.033769,0.01478,0.077702,0.147138,0.035173,71.16835,0.17798,0.493227,0.06799,0.126788,0.0112947552083332,0.0126413872420262,0.327114,0.323561,0.008541,0.002165,0.002349,0.005786,0.005304,0.001188,0.002732,0.00424,0.632264,Generated 49
140,0,0,Steel,0.414,0.037,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.045,0.065,74.0,0.3,0.63,0.068,0.13,0.0158489361702121,0.0177589703095392,0.33,0.35,0.009,0.000778,0.001018,0.004097,0.005028,0.005653,0.001012,0.002296,0.666292,1_1
14685,0,0,Steel,0.409879,0.069117,0.56557,0.041745,73.32931586046426,0.03994,0.02721,0.03003,0.03649,0.02138,0.011895,0.029392,0.01498,0.038072,0.007629,0.03609,72.83468,0.19127,0.59536,0.06801,0.129938,0.0112947552083332,0.0126413872420262,0.330036,0.300014,0.007356,0.002307,0.000398,0.001903,0.003024,0.004061,0.003331,0.00108,0.655409,Generated 53
7081,1,1,Aluminum,0.52165,0.061193,0.56519,0.044917,69.6926381432099,0.04022,0.03059,0.04524,0.03683,0.023348,0.014444,0.03542,0.01539,0.0484,0.050585,0.033016,66.17228,0.15399,0.444366,0.08731,0.134958,0.015626,0.018051,0.330336,0.351043,0.00808,0.002114,0.006198,0.007551,0.001414,0.00651,0.003119,0.00034477,0.687353,Generated 15
2475,1,1,Steel,0.4196,0.07,0.5656,0.0155,73.0,0.0478,0.0286,0.0358,0.0365,0.02335,0.0108,0.0318,0.015,0.0415,0.0154,0.0249,73.0,0.11,0.5354,0.068,0.136,0.007,0.0108,0.33,0.388,0.0095,0.004421,0.002018,0.004026,0.004447,0.001588,0.0005348,0.001228,0.628461,1_14
