,SSB_Include,CSB_Include,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,Material,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length
4201,1.0,1.0,0.415,0.065,0.5656,0.045,72.5,0.04,0.0286,0.033,0.0365,0.02335,0.013,0.0286,0.015,0.0395,0.0338,0.035,73.5,0.1804,0.6237999999999999,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0027282334245584,0.0019659902945952,0.009000376234105,0.0024844161169915,0.0035293017426574,0.0060459926922843,0.0008269940528344,0.6526161380380969
14091,0.0,0.0,0.388097,0.046492,0.59997,0.145571,73.32501867700077,0.03978,0.02805,0.03947,0.03695,0.021966,0.011095,0.030781,0.0145,0.039647,0.048083,0.03116,71.09569,0.13187,0.483646,0.0682,0.126981,0.0112947552083332,0.0126413872420262,Steel,0.331418,0.290068,0.008689,0.002391,0.000933,0.003842,0.0022,0.00073318,0.003091,0.003009,0.63996
3771,1.0,1.0,0.39043,0.07,0.56,0.19,75.0,0.04,0.0286,0.059,0.0365,0.02335,0.014,0.0318,0.015,0.045,0.0476,0.033,75.0,0.1591999999999999,0.6,0.068,0.13,0.016,0.018,Aluminum,0.33,0.35,0.009,0.0020377244154465,0.0016676835978889,0.0006388185032356,0.0008373406382351,0.0023346695791367,0.004366368296241,0.0011842975097406,0.626412397943435
13933,0.0,0.0,0.41014,0.064289,0.56399,0.052081,73.25649292470312,0.04655,0.02874,0.04514,0.03691,0.024371,0.014335,0.031597,0.01468,0.044876,0.046497,0.044307,70.36718,0.12542,0.585685,0.06829,0.1313,0.0112947552083332,0.0126413872420262,Titanium,0.331811,0.323049,0.008841,0.002226,0.002392,0.005547,0.001683,0.001829,0.001598,0.003727,0.743325
11870,1.0,0.0,0.337165,-0.023171,0.58737,0.174396,69.17479888797065,0.04598,0.0377,0.03588,0.04894,0.019217,0.016519,0.034767,0.01145,0.069594,0.166166,0.041934,72.48585,0.1308,0.598983,0.08838,0.136995,0.015366,0.0126413872420262,Titanium,0.33,0.349621,0.009446,0.000644,0.003087,0.000855,0.005834,0.003165,0.001108,0.002939,0.568162
11458,0.0,1.0,0.50446,0.04939,0.62195,0.12705,70.76481,0.0374,0.03654,0.05377,0.04343,0.03592,0.020004,0.038598,0.01098,0.057183,0.030575,0.025371,75.35869,0.15298,0.44877,0.07121,0.137519,0.0112947552083332,0.01759,Steel,0.33,0.300152,0.011707,0.001819,0.008021,0.001489,0.002345,0.005056,0.004684,0.003414,0.667294
14744,0.0,0.0,0.397416,0.023925,0.56413,0.049881,72.58046002222827,0.04005,0.02934,0.04513,0.03686,0.022713,0.013266,0.031245,0.01479,0.060978,0.042882,0.024055,70.80581,0.11303,0.396544,0.06772,0.127528,0.0112947552083332,0.0126413872420262,Steel,0.330025,0.344794,0.008672,0.002444,0.001664,0.003057,0.002979,0.002396,0.001974,0.001233,0.61183
1954,0.0,0.0,0.37,0.0474,0.5656,0.045,77.5,0.04,0.02695,0.035,0.0325,0.0205,0.012,0.0275,0.015,0.035,0.0259,0.035,77.5,0.0887,0.6259,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0057107367970355,0.0024953423860264,0.0043377214145529,0.002039215311366,0.0007175981936445,0.0027887562307188,0.0006235848504563,0.6352016023106392
11324,0.0,0.0,0.431367,0.068242,0.5656,0.045,73.4140563183641,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.048845,0.049176,0.034176,71.2422,0.12689,0.495664,0.068,0.13293,0.0112947552083332,0.0126413872420262,Aluminum,0.33,0.320703,0.009,0.005366,0.004527,0.003787,0.004963,0.004274,0.001386,0.00702,0.665859
1992,0.0,0.0,0.42,0.072,0.5656,0.045,74.5,0.04,0.0286,0.045,0.0365,0.02335,0.015,0.0272,0.015,0.0484,0.0387,0.0313,72.5,0.1239,0.5187,0.068,0.13,0.0158425319267067,0.0177455382843988,Titanium,0.33,0.3,0.009,0.0030290275738854,0.0020199184579016,0.0025600434906765,0.0008509227269273,0.0007108076467553,0.0049300083498398,0.0021605095541757,0.6153210471874652
10369,0.0,0.0,0.449344,0.076941,0.57417,0.049698,72.43384012245428,0.04116,0.02911,0.04921,0.03642,0.025003,0.014442,0.032502,0.01451,0.049126,0.05021,0.032515,71.1361,0.13229,0.514054,0.0705,0.134501,0.0112947552083332,0.0126413872420262,Steel,0.331959,0.339371,0.009592,0.003029,0.002898,0.002724,0.002518,0.003961,0.004486,0.001427,0.667226
12654,0.0,0.0,0.459755,0.044722,0.56394,0.052149,72.90945238819239,0.04238,0.04106,0.05285,0.04394,0.034504,0.023572,0.034495,0.01524,0.054818,0.040435,0.026856,68.25153,0.124,0.374936,0.06832,0.139188,0.0112947552083332,0.0126413872420262,Aluminum,0.328737,0.321917,0.008872,0.002336,0.002663,0.002351,0.006288,0.004726,0.002727,0.002942,0.663176
2943,1.0,1.0,0.42,0.07,0.5656,0.05,73.0,0.04,0.0286,0.0412999999999999,0.0365,0.02,0.013,0.0318,0.015,0.0487,0.0368,0.0327,72.5,0.11,0.5868,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0083472675471288,0.0007839982337085,0.0095916836432325,0.0049880385728939,0.0007547412762415,0.0044959941349353,0.0005633060185017,0.676619585374183
5645,0.0,0.0,0.44,0.05874,0.59859,0.07506,72.99998,0.04025,0.02938,0.04345,0.0365,0.024251,0.013247,0.028946,0.015,0.048747,0.053465,0.024684,70.81481,0.10326,0.48698,0.06923,0.135,0.0112947552083332,0.0126413872420262,Steel,0.33,0.35,0.008753,0.005669,0.004066,0.002571,0.00156,0.001461,0.001186,0.005312,0.723998
7737,1.0,1.0,0.411417,0.062128,0.55202,0.044528,73.83947748124875,0.04,0.0286,0.04453,0.03605,0.02335,0.013,0.0318,0.015,0.048182,0.049327,0.030524,73.23555,0.13626,0.524399,0.068,0.13,0.015986,0.017977,Titanium,0.33,0.35,0.009,0.002818,0.002228,0.002951,0.002246,0.00145,0.002772,0.001783,0.647658
456,0.0,0.0,0.36,0.03,0.5656,0.15,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0477999999999999,0.0469,0.0376,74.0,0.18,0.58,0.068,0.135,0.0158425319267067,0.0177455382843988,Steel,0.33,0.35,0.009,0.0011765275672292,0.0011129147608279,0.0024447608592559,0.0009756358110436,0.0006163301415289,0.0022327995379843,0.0010808278619268,0.6101767547383159
6425,1.0,1.0,0.39402,0.04669,0.55891,0.04855,73.24355,0.03951,0.03478,0.04312,0.03711,0.022228,0.018217,0.032291,0.01487,0.05902,0.035533,0.059403,73.86123,0.14037,0.59549,0.06752,0.130144,-0.002884,0.001103,Titanium,0.330223,0.292507,0.008945,0.00276,0.001186,0.001075,0.002403,0.002151,0.000414,0.003374,0.631872
5604,1.0,1.0,0.405,0.07,0.5656,0.045,74.00001,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.049415,0.047,0.033113,73.82116,0.06387,0.52432,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.001462,0.002245,0.001406,0.003241,0.00085582,0.002086,0.002221,0.649584
14197,0.0,0.0,0.38684,0.052855,0.56382,0.049185,75.83990232716849,0.03953,0.02581,0.0422,0.03343,0.020843,0.012297,0.030964,0.01617,0.042121,0.022114,0.032342,71.55321,0.15461,0.519166,0.06805,0.137407,0.0112947552083332,0.0126413872420262,Titanium,0.330372,0.335911,0.008846,0.001627,0.008518,0.0065,0.002543,0.002157,0.00199,0.00372,0.636098
10093,0.0,0.0,0.357312,0.002453,0.56001,0.080538,71.403432823691,0.04036,0.03115,0.04847,0.03387,0.022869,0.017644,0.035191,0.01475,0.033146,0.168765,0.026351,69.33466,0.13435,0.345945,0.06678,0.120785,0.0112947552083332,0.0126413872420262,Steel,0.329632,0.322973,0.008825,0.001277,0.001301,0.002787,0.001967,0.001968,0.00067,0.01093,0.571503
11820,1.0,1.0,0.360583,-0.012657,0.58345,0.175446,67.33852645035587,0.04585,0.03765,0.05447,0.04833,0.017467,0.021196,0.034441,0.01145,0.068929,0.166166,0.042567,73.89869,0.09143,0.649226,0.08858,0.134917,0.015325,0.015235,Aluminum,0.33,0.317662,0.007794,0.002815,0.001752,0.001416,0.00511,0.003264,0.0007,0.004005,0.548824
3677,1.0,1.0,0.404,0.067,0.562,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0356,0.0634,0.03,73.0,0.1444,0.55,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0014084458015919,0.0008819707915573,0.0062987611099677,0.0043313810079906,0.0012825755369339,0.0009028560229645,0.0059407926597866,0.6426410265424267
2392,0.0,0.0,0.355,0.035,0.5656,0.045,73.0,0.04,0.0286,0.035,0.0349,0.02335,0.013,0.0318,0.015,0.0432,0.0482,0.0346,73.0,0.1556,0.5282,0.068,0.12,0.0158425319267067,0.0177455382843988,Steel,0.33,0.35,0.009,0.0007834250427555,0.0006181358676161,0.0074526550634368,0.0016664643334702,0.0075624707247917,0.0053861866886988,0.0027643876386409,0.6494362536443797
13968,0.0,0.0,0.406629,0.057652,0.56281,0.050132,75.57296129041704,0.04006,0.0288,0.04528,0.03564,0.021373,0.012706,0.033626,0.01483,0.051639,0.035568,0.038202,72.32269,0.16592,0.589788,0.06785,0.131026,0.0112947552083332,0.0126413872420262,Steel,0.329447,0.331157,0.008746,0.002984,0.003134,0.004346,0.005197,0.007919,0.007424,0.002788,0.644401
5841,0.0,0.0,0.3875,0.05867,0.5655,0.045,75.0,0.04,0.02415,0.03167,0.02606,0.02335,0.013,0.027444,0.015,0.036494,0.015227,0.026164,77.3521,0.14568,0.56236,0.068,0.121388,0.0112947552083332,0.0126413872420262,Steel,0.33,0.35,0.009,0.002201,0.001184,0.000877,0.001318,0.005181,0.0011,0.002045,0.630871
2180,1.0,1.0,0.385,0.05,0.5656,0.19,76.0,0.04,0.0286,0.035,0.0365,0.021,0.0125,0.0285,0.015,0.039,0.1061,0.025,75.5,0.0959,0.5961000000000001,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0006449213174354,0.0037749494811299,0.0071850419335405,0.0088179352296242,0.003223310480687,0.0008391798977549,0.0009002185596509,0.6176856778805286
2854,0.0,0.0,0.405,0.0715,0.5656,0.08,75.5,0.04,0.0375,0.055,0.0365,0.034,0.019,0.0318,0.015,0.04,0.067,0.03,72.25,0.1,0.467,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0022574297685807,0.0049084214935124,0.0045223774843882,0.0049734672919717,0.0022344331601243,0.0005783346662077,0.0008459584815189,0.6321068359607155
9680,0.0,0.0,0.344152,-0.018912,0.61111,0.160771,68.82833130925505,0.05252,0.0736,0.06076,0.08476,0.048716,0.028809,0.042766,0.0169,0.042004,0.006185,0.031366,65.76725,0.19794,0.259826,0.06712,0.127844,0.0112947552083332,0.0126413872420262,Aluminum,0.342581,0.304084,0.008665,0.000521,0.004343,0.001397,0.001851,0.003759,0.000366,0.00073145,0.570654
10335,0.0,0.0,0.407519,0.049238,0.58124,0.076476,74.21149897762717,0.04063,0.02918,0.04212,0.03762,0.025898,0.014517,0.033105,0.01472,0.047022,0.043344,0.036588,71.93999,0.14661,0.540652,0.0706,0.129899,0.0112947552083332,0.0126413872420262,Steel,0.330451,0.334376,0.010086,0.001403,0.004373,0.003139,0.002207,0.006282,0.0041,0.005058,0.68211
12813,0.0,0.0,0.380973,0.016138,0.56239,0.054314,72.07728848654439,0.03868,0.02927,0.046,0.0378,0.02491,0.01341,0.0305,0.01461,0.042123,0.033917,0.05069,76.232,0.13648,0.467072,0.06781,0.126244,0.0112947552083332,0.0126413872420262,Steel,0.328453,0.269948,0.00888,0.002174,0.001917,0.002771,0.001899,0.00425,0.002728,0.002936,0.629729
6526,1.0,1.0,0.440251,0.042561,0.56221,0.056449,73.33733726959609,0.03898,0.03741,0.05097,0.04754,0.023376,0.012663,0.034022,0.01519,0.049909,0.035942,0.032457,75.23411,0.14583,0.62071,0.06762,0.125156,0.00441,0.000257,Steel,0.333591,0.28818,0.009018,0.003337,0.002636,0.002926,0.001607,0.002849,0.005714,0.002883,0.64589
10344,1.0,1.0,0.439634,0.052249,0.57211,0.061661,71.74743668388756,0.03946,0.0302,0.04332,0.03246,0.02239,0.012709,0.031854,0.01436,0.04472,0.049448,0.027617,70.34631,0.12091,0.480272,0.06807,0.132868,0.015279,0.017335,Steel,0.331408,0.351237,0.0102,0.002902,0.004429,0.003647,0.002389,0.005558,0.004604,0.001874,0.645698
5911,1.0,1.0,0.402668,0.066985,0.56494,0.080544,73.29786047751156,0.0333,0.03454,0.05032,0.04792,0.030502,0.013828,0.039262,0.01553,0.051879,0.049757,0.035981,72.50186,0.13388,0.499669,0.07102,0.127644,0.001833,-0.000329,Titanium,0.329071,0.34637,0.008887,0.002834,0.001817,0.004471,0.007756,0.003968,0.004389,0.002175,0.638212
6087,1.0,1.0,0.40102,0.01239,0.56708,0.05149,72.23994,0.03685,0.02882,0.04172,0.04331,0.023245,0.014749,0.030739,0.01477,0.045235,0.026222,0.028265,71.89241,0.12875,0.42869,0.06644,0.135122,0.001929,0.006309,Steel,0.328301,0.294209,0.009945,0.00133,0.003784,0.002864,0.001311,0.00085395,0.001738,0.006538,0.646425
4202,1.0,1.0,0.412,0.078,0.5656,0.08,75.0,0.04,0.0301999999999999,0.045,0.0365,0.02635,0.01475,0.0286,0.015,0.0456,0.0447,0.0327,71.0,0.1,0.5147,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.008,0.0016836154519138,0.002918124915747,0.0005604294532105,0.0009544621364052,0.0063542858626975,0.0009433580421078,0.000604720812946,0.6433732667357963
4094,1.0,1.0,0.33655,-0.0271,0.5656,0.045,71.0,0.04,0.0286,0.045,0.0365,0.0175,0.0154375,0.0286,0.015,0.0352,0.0397,0.0308999999999999,75.0,0.127,0.2874,0.068,0.113,0.017,0.018,Steel,0.29,0.28,0.009,0.0063869010617352,0.0005122145789527,0.0030962231617184,0.0007076952580009,0.0006231289397421,0.0016172345757184,0.0078959452583482,0.5589642839675022
5992,1.0,1.0,0.402776,0.025862,0.57549,0.057961,73.26829585528282,0.03987,0.02514,0.03054,0.03593,0.0271,0.01686,0.032249,0.01571,0.045185,0.036536,0.02253,70.37694,0.09631,0.335118,0.06819,0.130047,0.004237,0.002028,Titanium,0.329471,0.352522,0.008854,0.002634,0.001933,0.003095,0.008493,0.00086603,0.004161,0.001506,0.62394
7249,1.0,1.0,0.40562,0.06934,0.56607,0.04271,73.97714,0.03966,0.02975,0.04553,0.03652,0.025097,0.012305,0.032118,0.015,0.05133,0.047969,0.035655,72.93514,0.14675,0.57348,0.06795,0.12996,-5.2e-05,-4e-05,Titanium,0.329955,0.350067,0.009205,0.000218,0.001966,0.004216,0.003798,0.002941,0.003648,0.00014109,0.647118
2678,1.0,1.0,0.406,0.072,0.5622,0.35,74.0,0.04,0.04,0.03,0.055,0.02335,0.0215,0.0318,0.015,0.035,0.222,0.017,71.4,0.1456,0.722,0.5,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0074936478090566,0.0005992174991393,0.0007226015061393,0.0092236202151226,0.0052137076715493,0.0064220317109191,0.0067742270373779,0.6273874121939526
8064,0.0,0.0,0.404955,0.069976,0.5656,0.045171,74.00150994571175,0.04,0.02861,0.04501,0.0365,0.02336,0.013001,0.031806,0.015,0.049937,0.048713,0.034001,73.00074,0.14503,0.514667,0.068,0.13,0.0112947552083332,0.0126413872420262,Steel,0.33,0.35,0.009,0.000729,0.004519,0.005062,0.004934,0.002066,0.001196,0.00058774,0.653616
14482,0.0,0.0,0.412915,0.020424,0.56569,0.045784,71.60098867145213,0.03923,0.03799,0.05122,0.04237,0.030808,0.01588,0.030687,0.0147,0.044856,0.059677,0.026065,66.94948,0.09479,0.299605,0.06819,0.128701,0.0112947552083332,0.0126413872420262,Aluminum,0.328268,0.318894,0.008972,0.008083,0.002888,0.002315,0.008128,0.002062,0.000789,0.002187,0.611481
14287,0.0,0.0,0.431105,0.0497,0.56109,0.033907,72.82545677542622,0.03781,0.02959,0.04367,0.03762,0.023754,0.012723,0.033606,0.01476,0.078597,0.125195,0.03403,71.10034,0.19964,0.478949,0.06718,0.126832,0.0112947552083332,0.0126413872420262,Steel,0.327392,0.319374,0.008385,0.002186,0.002274,0.002972,0.005472,0.00104,0.002609,0.003112,0.628194
5060,0.0,1.0,0.40042,0.03503,0.5656,0.11138,76.35375,0.05627,0.02997,0.04856,0.03656,0.026904,0.019144,0.0318,0.015,0.035718,0.110521,0.031574,76.99468,0.13423,0.57463,0.068,0.122154,0.0112947552083332,0.002585,Titanium,0.33,0.342819,0.009,0.006826,0.001201,0.002558,0.002429,0.008035,0.001972,0.00071164,0.638852
13138,0.0,0.0,0.385185,0.001892,0.56483,0.053316,72.22293435806664,0.03925,0.02865,0.04467,0.03484,0.022133,0.014393,0.031094,0.01475,0.042321,0.044469,0.036278,71.30116,0.13407,0.361244,0.06651,0.129606,0.0112947552083332,0.0126413872420262,Steel,0.32954,0.339196,0.008967,0.002085,0.002268,0.009377,0.002333,0.01017,0.003875,0.003237,0.606883
3515,0.0,0.0,0.446,0.075,0.5656,0.06,73.0,0.04,0.0286,0.0412999999999999,0.0365,0.02335,0.013,0.0318,0.015,0.0497,0.05,0.0293,71.5,0.135,0.55,0.068,0.13,0.0158425319267067,0.0177455382843988,Titanium,0.33,0.3,0.009,0.0015902574155558,0.001040493925668,0.0015809799244,0.0036714789408322,0.0014781006289444,0.0006439786420161,0.0031625955034801,0.7322116227236162
3192,1.0,1.0,0.41,0.065,0.585,0.045,73.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0458,0.0469,0.0335,73.0,0.1669,0.62,0.068,0.135,0.016,0.018,Titanium,0.33,0.35,0.009,0.0006176839407217,0.0060415723911106,0.0051286127269285,0.0009412904517567,0.0066929685198574,0.0078384065676075,0.0011039970821317,0.6666199761325348
8614,0.0,0.0,0.404065,0.050523,0.57018,0.043379,77.62185836580487,0.04055,0.02797,0.04849,0.03398,0.020443,0.011774,0.033405,0.01478,0.052325,0.03154,0.044829,71.64421,0.17768,0.623895,0.06635,0.129492,0.0112947552083332,0.0126413872420262,Steel,0.329963,0.289567,0.00867,0.002642,0.004317,0.007393,0.003063,0.008839,0.008209,0.002189,0.647356
10015,0.0,0.0,0.350728,0.009117,0.55484,0.089436,71.57532016223027,0.0402,0.02974,0.04438,0.03536,0.021908,0.013748,0.031798,0.01476,0.032155,0.116473,0.026289,69.8919,0.12479,0.361497,0.06791,0.121677,0.0112947552083332,0.0126413872420262,Steel,0.328786,0.330728,0.009417,0.001847,0.002637,0.003958,0.001874,0.002216,0.000454,0.01062,0.57486
7484,1.0,1.0,0.39264,0.05666,0.51148,0.04716,74.48533,0.03886,0.02939,0.04545,0.03298,0.021931,0.012485,0.030646,0.01484,0.047486,0.043501,0.027892,73.02034,0.14468,0.40574,0.06734,0.129973,0.01554,0.01768,Titanium,0.329971,0.300829,0.008329,0.003072,0.002284,0.002042,0.007019,0.00209,0.000915,0.003498,0.631693
14545,0.0,0.0,0.379057,-0.006466,0.55607,0.029623,70.71823259649408,0.03734,0.0377,0.05085,0.06883,0.034638,0.024673,0.034421,0.01466,0.040197,0.027984,0.022336,69.38344,0.07318,0.192604,0.06734,0.12743,0.0112947552083332,0.0126413872420262,Aluminum,0.325943,0.301544,0.009064,0.007368,0.00072,0.002818,0.001795,0.001174,0.002119,0.008481,0.583834
9574,0.0,1.0,0.400789,0.070529,0.56567,0.044156,69.12277432017278,0.05954,0.03177,0.04412,0.06066,0.028481,0.020422,0.034046,0.01605,0.034275,0.048356,0.031227,70.03856,0.08636,0.522325,0.06835,0.135671,0.0112947552083332,0.018725,Steel,0.33003,0.34835,0.010066,0.006966,0.001482,0.000348,0.00013751,0.002619,0.004326,0.001235,0.672649
857,0.0,0.0,0.2767099999999999,0.0099999999999999,0.5656,0.045,76.0,0.04,0.0367,0.045,0.0365,0.02335,0.02,0.0318,0.015,0.0486,0.0277,0.039,76.0,0.25,0.6227,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.3,0.009,0.0010713834174883,0.0095846710428832,0.0012695098425547,0.0084023939978591,0.0044016381988208,0.0011594430511234,0.0009842362224923,0.5632662113061305
15091,0.0,0.0,0.444093,0.074189,0.56631,0.044816,72.90171745795813,0.04003,0.0299,0.04413,0.03893,0.023724,0.011187,0.031925,0.01498,0.051768,0.052941,0.033055,71.89475,0.13368,0.469981,0.06804,0.134945,0.0112947552083332,0.0126413872420262,Aluminum,0.330065,0.35005,0.008899,0.000708,0.002674,0.001718,0.001519,0.001998,0.004689,0.003848,0.653045
8672,1.0,1.0,0.41412,0.06856,0.5657,0.04797,73.4019,0.03978,0.02864,0.0444,0.03617,0.023464,0.012031,0.03178,0.01504,0.042302,0.04956,0.023849,71.06039,0.10006,0.43771,0.06796,0.135009,0.015923,0.017904,Steel,0.330113,0.350019,0.008687,0.004127,0.000752,0.000972,0.002199,0.003368,0.000844,0.004975,0.637665
5272,1.0,1.0,0.38405,0.05523,0.569,0.06533,77.5951,0.03255,0.02814,0.04404,0.03562,0.0216,0.012872,0.029715,0.015,0.044481,0.025645,0.033978,77.21195,0.13431,0.63446,0.03971,0.122554,0.004087,0.004598,Steel,0.33,0.35,0.009,0.005666,0.004777,0.003413,0.00074471,0.00432,0.001606,0.001541,0.652372
10144,0.0,0.0,0.398639,0.044643,0.58561,0.05688,73.05509825971464,0.04033,0.02813,0.04795,0.03665,0.022815,0.012993,0.032027,0.01511,0.047804,0.044007,0.039448,72.87608,0.19032,0.546838,0.07404,0.130503,0.0112947552083332,0.0126413872420262,Steel,0.330396,0.326879,0.008877,0.001681,0.0023,0.009407,0.002713,0.006855,0.003155,0.004365,0.665746
360,0.0,0.0,0.41,0.015,0.5656,0.2,69.99999999999999,0.04,0.05,0.045,0.0475,0.04,0.0215,0.04,0.015,0.0455,0.0533999999999999,0.03,63.499999999999936,0.1,0.3534,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0012074749351393,0.0005207133433459,0.0028082002859266,0.0010220155635338,0.009581166665568,0.003494626193956,0.0009051701413495,0.6160547413386553
6341,1.0,1.0,0.38214,-0.0083,0.55801,0.04588,68.78668,0.03989,0.03494,0.05227,0.05289,0.038287,0.028951,0.03142,0.01572,0.045402,0.038461,0.027613,65.09911,0.1023,0.18859,0.06779,0.132353,-0.007498,-0.002676,Aluminum,0.329806,0.287824,0.008416,0.010777,0.002424,0.001909,0.007147,0.001817,0.002389,0.00826,0.61843
4955,1.0,1.0,0.3905,0.05509,0.55218,0.16112,76.61163,0.04,0.0372,0.05408,0.0365,0.030558,0.014481,0.0318,0.015,0.04,0.040097,0.04,74.0,0.12152,0.57267,0.068,0.124078,0.006524,0.00734,Titanium,0.33,0.35,0.009,0.00081,0.001275,0.001353,0.001125,0.004707,0.002079,0.001194,0.661656
6791,1.0,1.0,0.425807,0.055676,0.56622,0.045076,73.12608773053135,0.03997,0.02858,0.04487,0.03653,0.023338,0.012937,0.031847,0.015,0.04636,0.048744,0.030402,68.82199,0.11635,0.455654,0.06802,0.135001,2.2e-05,2e-05,Titanium,0.32999,0.350009,0.009012,0.001016,0.00132,0.000777,0.00054634,0.00093089,0.000626,0.00032431,0.692006
9048,1.0,1.0,0.347983,0.033875,0.56254,0.061595,73.14648502803801,0.04018,0.04256,0.07612,0.03762,0.0333,0.014072,0.054982,0.01575,0.044878,0.053091,0.023662,71.719,0.13041,0.467553,0.06991,0.129741,0.018073,0.018363,Titanium,0.329588,0.402346,0.008689,0.002964,0.003032,0.001372,0.002153,0.003072,0.001028,0.00043272,0.646789
3445,1.0,1.0,0.455,0.065,0.5152,0.03,73.0,0.0407999999999999,0.0286,0.03425,0.0365,0.02,0.0133,0.02895,0.015,0.029475,0.17,0.0248,72.0,0.1269,0.483,0.068,0.13,0.016,0.018,Steel,0.33,0.38,0.009,0.0010887617984425,0.0058716782136716,0.0006817842078867,0.0013129471627774,0.0031951446849895,0.0039442932881832,0.0008126043891909,0.6637761403121342
15015,1.0,1.0,0.399899,0.06916,0.5413,0.208205,74.08997462927994,0.0399,0.02911,0.04639,0.03807,0.025855,0.013968,0.031689,0.01499,0.043831,0.154326,0.028158,73.71079,0.12338,0.599067,0.06802,0.130047,0.015814,0.017733,Steel,0.330024,0.349892,0.008709,0.004277,0.003383,0.002713,0.003019,0.002861,0.003253,0.002173,0.664062
14770,0.0,0.0,0.409004,0.050619,0.56268,0.012831,72.95781002610143,0.03912,0.02781,0.04146,0.03536,0.019927,0.013138,0.029285,0.01483,0.053466,0.040257,0.040049,72.31335,0.13514,0.471215,0.06658,0.128748,0.0112947552083332,0.0126413872420262,Steel,0.329795,0.295247,0.008978,0.001342,0.008104,0.001449,0.001939,0.006117,0.002043,0.001281,0.646791
4235,1.0,1.0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0471,0.0332,73.0,0.145,0.5971000000000001,0.068,0.13,0.016,0.018,Steel,0.33,0.35,0.009,0.0029828602521878,0.0025099855301674,0.002700440703511,0.0057442484876711,0.0098116378252401,0.0057274681325922,0.0027402319831665,0.6587420739449726
11905,1.0,1.0,0.507841,0.014935,0.63087,0.148856,71.22369596335848,0.04274,0.03578,0.04581,0.04234,0.032718,0.011428,0.039387,0.01464,0.038743,0.109581,0.050377,76.49869,0.22129,0.329927,0.06832,0.141669,0.013475,0.017777,Steel,0.33,0.368144,0.008409,0.002844,0.008166,0.008109,0.006501,0.004631,0.004631,0.00673,0.531622
3374,1.0,1.0,0.497,0.055,0.5656,0.015,68.0,0.04,0.0286,0.034,0.0365,0.027,0.016,0.0286,0.015,0.0297,0.0124,0.0287,68.0,0.112,0.5524,0.068,0.12,0.016,0.018,Steel,0.33,0.365,0.009,0.0017450464135145,0.0084085415881958,0.0081184707678796,0.0015075791665785,0.0033262923285936,0.0067519682843517,0.0035267214258378,0.6367221591848553
10147,0.0,0.0,0.403455,0.049693,0.58176,0.059177,73.24640886750883,0.04038,0.02852,0.04701,0.03694,0.023274,0.013368,0.033567,0.01488,0.053146,0.045783,0.041207,72.79079,0.19369,0.600896,0.0731,0.130269,0.0112947552083332,0.0126413872420262,Steel,0.330406,0.321577,0.009028,0.001541,0.002829,0.007737,0.002781,0.006898,0.003395,0.006134,0.674925
444,0.0,0.0,0.425,-0.005,0.5656,0.035,73.0,0.04,0.0286,0.045,0.0365,0.02585,0.014,0.0318,0.015,0.0514,0.032,0.0387999999999999,72.5,0.1734,0.469,0.068,0.13,0.0158425319267067,0.0177455382843988,Aluminum,0.33,0.35,0.009,0.0029589588805276,0.0008903965084757,0.0066831854707703,0.0021198137263543,0.0031052944865787,0.0028778544642652,0.0007536380780222,0.659744292697617
8767,1.0,1.0,0.4464,0.03928,0.56563,0.05291,73.23066,0.03987,0.03813,0.04564,0.04637,0.024634,0.017488,0.034511,0.01499,0.052872,0.05682,0.029893,66.37797,0.12484,0.42269,0.06793,0.135037,0.01585,0.017666,Aluminum,0.329989,0.299985,0.0086,0.002377,0.004744,0.001538,0.00195,0.002962,0.003502,0.001696,0.710871
