,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,Display AEROBARS,BB length,Head tube diameter,Wheel cut,Seat tube diameter,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,Front Fender include,Rear Fender include,BELTorCHAIN,Number of cogs,Number of chainrings,Display RACK,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,Down tube diameter,Seatpost LENGTH,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: BAMBOO,MATERIAL OHCLASS: CARBON,MATERIAL OHCLASS: OTHER,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Seat tube type OHCLASS: 0,Seat tube type OHCLASS: 1,Seat tube type OHCLASS: 2
1220,410.0,70.0,610.5151,73.5,161.7,45.0,550.0,73.0,661.83936,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,73.2,11.8,51.3,330.0,300.0,16.0,18.0,0.0,0.0,130.0,16.511392630636582,4.6121968807253735,1.8426831074916161,4.861181249790717,1.9368440840513044,1.8308836094999552,1.455788920880394,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,787.0,34.9,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1221,380.0,4.5,521.2294,72.0,124.7,45.0,288.6,71.0,604.3476,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,32.2,38.6,44.6,330.0,300.0,16.0,18.0,0.0,0.0,135.0,3.244058875988445,0.4422946163307065,1.3408119625462145,5.145400488674012,1.4281581891569584,0.49383771394277326,4.086980023860731,611.0,104.0,611.0,104.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,400.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1222,409.0,70.0,616.7698,75.0,175.0,220.0,810.0,75.0,653.93146,45.0,40.0,32.7,36.5,21.0,13.0,15.0,9.0,30.1,173.7,49.8,330.0,300.0,16.0,18.0,0.0,0.0,130.0,14.214207075748218,1.1250795845578185,4.67279117026277,3.3328071875287373,4.728095782392034,3.804098085556226,0.49288338073341253,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,102.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,870.0,34.9,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1223,405.0,70.0,589.71136,73.0,141.8,35.0,576.9,73.0,644.0279,45.0,40.0,25.4,36.5,23.35,13.0,15.0,9.0,29.1,16.9,37.2,330.0,300.0,16.0,18.0,0.0,0.0,130.0,8.90347232046904,2.833078069761732,2.3910730589234976,3.7185592496942244,2.198803295885405,1.873082893955725,5.066097065462569,674.0,52.0,674.0,52.0,0.0,68.0,31.8,692.0,28.6,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,28.6,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1224,405.0,70.0,558.10254,72.0,109.9,45.0,520.0,74.0,637.8495,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,42.0,47.7,49.7,330.0,300.0,16.0,18.0,0.0,0.0,130.0,5.60089696907942,4.774388472242582,26.834837293519794,3.200914259008527,22.68928902805602,5.611840363600033,5.686081802117969,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,153.0,204.0,1.0,1.0,80.0,80.0,278.0,684.0,38.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1225,405.0,68.0,590.38904,73.0,146.5,55.0,539.2,72.5,640.56415,45.0,40.0,31.75,36.5,23.85,13.0,15.0,9.0,28.1,49.2,40.9,330.0,300.0,16.0,18.0,0.0,1.0,130.0,5.608227746178286,4.950945188121513,3.320633115276887,1.0583578918952243,2.5321118757922823,2.284949595451978,1.553108200491226,670.0,48.0,670.0,48.0,0.0,68.0,45.0,692.0,34.9,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,755.0,38.1,240.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1226,405.0,50.0,563.3036,73.0,170.0,95.0,569.2,74.0,599.88434,10.0,40.0,25.5,36.5,23.35,13.0,15.0,9.0,33.3,19.2,38.3,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.918394115537443,1.744305155069975,0.6970361362103135,0.9526603537500256,3.1028137018470705,0.9403099212385583,1.1321195087960527,674.0,52.0,674.0,52.0,0.0,68.0,31.2,692.0,28.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,153.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,28.5,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1227,400.0,50.0,521.9829,74.0,89.1,20.0,510.9,73.0,615.34924,45.0,40.0,25.4,36.5,17.5,12.5,15.0,9.0,24.8,15.9,33.8,330.0,300.0,16.0,18.0,1.0,1.0,130.0,5.82315944031031,0.8366324852364009,3.8245154611526853,1.6096830763590488,4.587142691132909,1.0708828976287093,1.6376172905236825,674.0,47.0,674.0,47.0,0.0,68.0,31.7,692.0,28.6,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,153.0,255.0,153.0,1.0,1.0,80.0,80.0,278.0,689.0,28.6,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1228,470.0,80.0,550.5967,70.0,93.6,20.0,535.5,71.0,624.35,50.0,40.0,25.4,36.5,17.5,12.5,15.0,9.0,26.3,15.5,32.8,330.0,300.0,16.0,18.0,1.0,1.0,130.0,1.4839354336455655,1.936387141560234,0.392040920842121,1.020505583191357,0.7306840869504858,1.1017934596672496,0.5036716632746474,674.0,47.0,674.0,47.0,0.0,68.0,31.7,692.0,28.6,1.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,153.0,153.0,255.0,1.0,1.0,80.0,80.0,278.0,689.0,28.6,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1229,300.0,-7.0,428.39853,75.0,145.0,45.0,349.8,75.0,481.7609,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,32.3,49.8,45.7,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.29520469627138,0.33097673642603714,0.8227318767345092,0.6926292226033661,2.1719571659645496,0.5836399127626688,0.4481716592754433,486.0,80.0,486.0,80.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,255.0,0.0,3.0,3.0,40.0,40.0,258.0,718.0,34.9,400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1230,355.0,0.0,425.00363,70.0,115.0,40.0,259.0,67.0,529.9551,20.0,40.0,29.0,35.0,22.0,14.0,15.0,9.0,28.5,29.0,38.5,330.0,300.0,16.0,18.0,0.0,0.0,120.0,24.890481115496385,9.855742801875497,5.905064230638154,16.63310433386324,29.867563657543652,10.15086240846852,10.340689153734372,540.0,120.0,540.0,120.0,0.0,68.0,45.0,692.0,30.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,250.0,340.0,34.9,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1231,405.0,70.0,594.7798,73.0,145.0,58.0,515.0,75.5,650.7187,45.0,40.0,37.5,36.5,19.85,13.0,15.0,9.0,35.1,49.0,52.9,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2.013993519891845,0.7996062877838741,0.775731978206212,0.790669570155026,1.1740697639892648,2.0778251713740494,2.737215082511492,680.0,58.0,680.0,58.0,0.0,68.0,40.0,692.0,31.8,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,675.0,34.9,250.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1232,1050.0,-381.2,50.054287,72.0,130.8,58.0,27.1,71.0,100.158005,30.0,38.1,22.7,34.0,23.0,15.425,5.0,30.0,5.0,17.1,20.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,15.06459016298365,3.2996003352582157,3.4134965972060316,2.8094021136846026,2.089595084928994,6.012651835457005,2.9009900662136157,497.5,91.5,497.5,91.5,0.0,68.0,31.8,692.0,31.8,0.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0,51.0,102.0,0.0,3.0,3.0,40.0,40.0,340.0,760.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1233,1050.0,-381.2,50.054287,72.0,130.8,58.0,27.1,71.0,100.158005,30.0,38.1,22.7,34.0,23.0,15.425,5.0,30.0,5.0,17.1,20.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,4.660855098285629,0.33213102873197653,1.8629008285688402,0.655911441835046,0.4646031184034708,0.6887288592360343,0.39253657390694036,497.5,91.5,497.5,91.5,0.0,68.0,31.8,692.0,31.8,0.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0,51.0,102.0,0.0,3.0,3.0,40.0,40.0,340.0,760.0,20.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1234,392.0,58.0,564.33124,74.0,135.0,45.0,602.8,75.5,627.46155,35.0,40.0,30.2,44.0,23.35,13.0,15.0,9.0,41.2,52.8,57.4,330.0,300.0,16.0,18.0,0.0,0.0,130.0,3.8496985681010423,1.4922752905722194,6.007256873018043,1.3966623928355224,7.9106244341437115,5.1526846263249935,1.7863879197517085,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,204.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1235,400.0,60.0,572.16956,74.5,117.8,45.0,509.1,74.0,673.9789,0.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,33.2,49.1,52.8,330.0,300.0,16.0,18.0,0.0,0.0,120.0,7.1830456257524435,2.2939757483313894,6.1447190830081535,1.3612558454169577,4.150417143012703,2.736266904415838,4.867650133949716,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,650.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1236,375.0,0.0,492.2654,73.0,100.0,47.0,293.4,74.0,594.33765,45.0,40.0,29.2,33.0,22.0,17.5,15.0,9.0,29.5,43.4,42.8,330.0,300.0,16.0,18.0,0.0,0.0,130.0,3.0410511919046437,2.097856519500933,8.701497672530527,1.4766778765014392,2.225008526914892,3.055903360652449,2.4344642781050103,611.0,104.0,611.0,104.0,0.0,68.0,40.0,692.0,28.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,102.0,153.0,255.0,1.0,1.0,80.0,80.0,210.0,320.0,34.9,300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1237,425.0,0.0,504.69736,73.0,110.0,175.0,443.9,74.0,651.8224,45.0,40.0,30.2,35.0,30.0,21.5,15.0,9.0,31.0,43.9,49.8,330.0,300.0,16.0,18.0,0.0,0.0,130.0,8.204453550607317,0.9528671021895013,3.1469416703124793,1.4690686817134775,1.169746615458523,1.7072556129326768,1.6663831767680077,670.0,111.0,670.0,111.0,0.0,68.0,43.0,692.0,30.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,210.0,500.0,34.9,300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1238,405.0,0.0,475.0519,73.0,107.0,44.0,314.3,74.0,590.2295,45.0,40.0,30.2,35.0,25.0,19.0,15.0,9.0,30.5,39.3,45.1,330.0,300.0,16.0,18.0,0.0,0.0,130.0,7.740297093684351,6.045215855487109,1.447417848975445,6.020441238803561,1.274554925224303,3.14205803097348,5.995616973315569,670.0,111.0,670.0,111.0,0.0,68.0,40.0,692.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,255.0,51.0,1.0,1.0,80.0,80.0,210.0,350.0,34.9,300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1240,410.0,0.0,499.91583,73.0,127.0,220.0,519.3,73.0,645.6537,45.0,40.0,32.7,40.0,30.0,21.5,15.0,9.0,30.7,44.3,57.6,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.2198523831052033,9.025637065711045,2.1943388870290157,2.21645096389306,2.1330863063615078,2.549202490409896,1.0514199158462572,670.0,111.0,670.0,111.0,0.0,68.0,40.0,692.0,35.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,210.0,625.0,34.9,200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1241,400.0,-7.0,355.65036,75.0,120.0,45.0,347.5,75.0,556.07574,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,21.3,47.5,79.1,330.0,300.0,16.0,18.0,0.0,0.0,130.0,5.627437585299528,3.137247269086032,1.2228466968019533,2.4237249119014748,1.1692750740279754,1.32425517744257,1.5541576001480648,388.8,80.0,486.0,-17.2,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,255.0,0.0,3.0,3.0,40.0,40.0,278.0,600.0,60.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1242,375.0,0.0,494.1893,72.0,100.0,44.0,264.3,74.0,593.7958,45.0,40.0,29.2,34.0,23.0,18.0,15.0,9.0,28.8,39.3,43.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,4.253273518645131,4.775997244829161,2.4631352487920863,1.1655394587827685,3.6632593444772805,0.6822756352364383,2.809133167896748,592.0,85.0,592.0,85.0,0.0,68.0,40.0,692.0,28.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,210.0,310.0,34.9,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1243,350.0,-30.0,469.89563,72.0,111.0,44.0,279.1,78.0,575.19604,45.0,40.0,29.2,34.0,23.0,18.0,15.0,9.0,30.2,39.1,40.9,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.8191171456606616,2.5811218479533133,2.1498357897624607,3.8945132181472504,1.5405155320147013,0.7934496606748798,2.022353393131865,640.0,81.0,640.0,81.0,0.0,68.0,40.0,692.0,28.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,0.0,51.0,1.0,1.0,80.0,80.0,210.0,332.0,34.9,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1244,350.0,0.0,461.8649,75.0,179.1,44.0,350.0,74.0,591.58405,45.0,40.0,27.7,40.0,25.0,13.0,15.0,9.0,155.5,50.0,110.5,330.0,300.0,16.0,18.0,0.0,0.0,130.0,8.657228110627898,8.41644343293348,2.211761280105511,10.125584151836696,3.77239862756085,5.133595063389365,0.9561372593684572,486.0,80.0,486.0,80.0,0.0,70.0,45.0,692.0,30.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,255.0,255.0,255.0,3.0,3.0,40.0,40.0,278.0,718.0,34.9,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1245,415.0,70.0,597.9618,73.5,150.9,45.0,601.7,72.5,654.04114,43.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,31.2,31.7,46.2,330.0,300.0,16.0,18.0,0.0,0.0,130.0,5.4036968382431745,1.7093701601569413,5.4280888120654325,2.294626663083224,2.297455743373972,6.515032731744658,0.6588506710360525,676.0,54.0,676.0,54.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1246,400.0,40.0,557.483,74.0,135.3,175.0,660.0,80.0,594.2688,50.0,40.0,32.7,36.5,30.0,25.0,15.0,9.0,25.0,160.0,25.0,370.0,300.0,20.0,18.0,1.0,0.0,120.0,4.8135184882164594,2.1544806421839473,2.5122274788354892,2.247617245780302,1.1856914766889834,0.9335719372584641,2.0981858843409396,674.0,52.0,674.0,52.0,0.0,72.0,40.0,692.0,40.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,102.0,51.0,0.0,1.0,1.0,80.0,80.0,278.0,710.0,40.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1247,407.0,67.0,598.031,70.5,158.0,45.0,533.7,75.0,628.1575,47.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,36.0,48.7,48.6,330.0,300.0,16.0,18.0,0.0,0.0,130.0,5.5250692795554075,2.823603835598211,1.338798051917866,4.13322992752888,8.365977850270788,6.985566268455342,11.55018403212125,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1248,415.0,69.0,615.5768,74.0,167.0,45.0,594.1,74.0,665.35974,45.0,40.0,26.7,30.5,23.35,13.0,15.0,9.0,34.6,14.1,40.9,330.0,300.0,16.0,18.0,0.0,0.0,130.0,11.640803855170203,0.7617351372614058,3.8029097744271536,0.5225984197245442,1.9393362163544474,1.9327438305694644,2.442002339723255,674.0,52.0,674.0,52.0,0.0,68.0,35.0,692.0,31.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,255.0,153.0,102.0,1.0,1.0,80.0,80.0,278.0,760.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1249,445.0,70.0,653.8527,71.0,120.0,80.0,480.0,73.5,747.52246,45.0,40.0,33.9,42.9,23.35,15.0,15.0,12.3,25.4,77.3,50.4,330.0,300.0,16.0,18.0,0.0,0.0,135.0,3.1851549449839704,5.3960421546749195,1.5852669142040343,9.301574237103708,2.9716924984872084,2.030274141135842,5.920064161123506,736.0,114.0,736.0,114.0,0.0,68.0,38.0,692.0,32.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,0.0,59.0,59.0,24.0,1.0,1.0,80.0,80.0,278.0,790.0,32.0,410.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1250,560.0,122.1773,622.6836,59.373604,142.0,80.0,500.0,62.873604,665.99066,45.0,38.1,27.7,34.0,17.5,5.25,15.0,10.6,30.0,40.0,31.7,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2.059592081271125,3.388825936850966,7.089531345303147,4.75188028076275,9.173440826532914,3.4655418584619926,1.8765482518374044,780.0,148.0,780.0,148.0,0.0,68.0,31.7,692.0,28.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,250.0,680.0,38.6,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1251,445.0,75.0,670.199,71.0,200.0,60.0,540.0,73.0,703.7486,45.0,40.0,36.9,42.9,23.35,15.0,15.0,12.3,41.3,58.1,48.0,330.0,300.0,16.0,18.0,0.0,0.0,135.0,4.356957471824712,2.487024637734324,3.1791277630351216,0.8627272265668318,2.5071543221100585,0.2435090705005246,0.2425547732637771,680.0,58.0,680.0,58.0,0.0,68.0,50.0,692.0,35.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,0.0,59.0,59.0,24.0,1.0,1.0,80.0,80.0,278.0,795.0,44.0,410.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1252,405.0,0.0,470.4129,72.0,100.0,43.0,298.2,74.0,595.87256,45.0,40.0,29.2,34.0,22.0,17.5,15.0,9.0,30.0,38.2,42.9,330.0,300.0,16.0,18.0,0.0,0.0,130.0,1.6975997024428047,1.2873685922704448,1.2736391524179465,1.4797521179285718,0.7900776343205403,3.549044627106164,2.327634041741104,670.0,111.0,670.0,111.0,0.0,68.0,40.0,692.0,28.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,153.0,153.0,153.0,1.0,1.0,80.0,80.0,210.0,327.0,34.9,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
